,id,room_type,price,calculated_host_listings_count,host_response_time,host_response_rate,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,cleaning_fee,cancellation_policy,Wifi,Heating,Kitchen,Essentials,Washer,Smoke detector,Hangers,Hair dryer,TV,Iron,Shampoo,Laptop friendly workspace,Hot water,Elevator,Family/kid friendly,Internet,Dryer,Refrigerator,Bed linens,Dishes and silverware,Cable TV,Cooking basics,Coffee maker
54243,32461099,0,175,1,3,100,1,4,1.5,2.0,2.0,4,50.0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1
54244,32461128,0,140,3,3,100,6,4,2.0,2.0,2.0,4,35.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
54245,32461377,0,196,40,3,99,1,3,1.0,1.0,2.0,4,99.0,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1
54246,32461662,0,70,1,3,100,1,2,1.0,0.0,1.0,4,40.0,3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
54247,32462033,0,1200,41,3,100,1,5,1.0,2.0,2.0,4,75.0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
54248,32462439,0,1400,282,3,98,1,10,5.0,5.0,8.0,4,300.0,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1
54249,32463242,0,75,1,1,90,1,3,1.0,1.0,2.0,4,0.0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54252,32464296,0,1000,282,3,98,1,5,2.0,3.0,3.0,4,250.0,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
54253,32464301,0,220,1,1,67,1,2,1.5,1.0,1.0,4,52.0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
54255,32465256,0,150,2,2,100,1,2,1.5,1.0,1.0,4,40.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1
54256,32465265,0,250,37,3,98,1,5,1.5,3.0,4.0,4,99.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
54257,32465977,1,69,2,3,100,1,1,1.0,1.0,1.0,4,20.0,3,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
54258,32466147,0,55,1,2,80,1,2,1.0,0.0,1.0,4,35.0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1
54259,32466157,0,79,1,3,100,1,3,1.0,1.0,1.0,4,60.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0
54260,32466538,0,73,1,3,100,1,4,1.0,1.0,2.0,4,55.0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
54262,32466759,0,104,1,3,100,1,4,1.0,2.0,2.0,4,62.0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1
54265,32467282,0,82,1,3,100,1,2,1.0,1.0,1.0,4,48.0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1
54266,32467517,0,78,1,3,100,1,4,1.0,1.0,2.0,4,55.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
54268,32469579,1,35,1,3,100,1,2,2.0,1.0,1.0,4,10.0,3,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0
54272,32470570,0,154,40,3,99,1,4,1.0,1.0,2.0,4,99.0,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1
54273,32471361,0,90,1,2,100,6,2,1.0,1.0,1.0,4,0.0,3,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1
54274,32471631,1,78,2,3,100,21,2,1.0,1.0,1.0,4,0.0,3,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
54275,32472810,0,60,1,2,100,1,2,1.5,1.0,2.0,4,30.0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1
54277,32474737,2,36,7,3,100,1,2,1.0,1.0,1.0,4,5.0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1
54278,32478115,0,88,1,2,100,1,2,1.0,0.0,1.0,4,20.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
54279,32479153,0,95,1,3,100,1,2,1.0,1.0,1.0,4,35.0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
54283,32481672,0,129,40,3,99,1,2,1.0,1.0,1.0,4,99.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
54286,32482370,0,70,1,3,100,1,4,1.0,1.0,1.0,4,25.0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
54288,32482520,0,200,161,3,99,1,2,1.0,0.0,1.0,4,35.0,3,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1
54289,32483150,0,300,161,3,99,1,4,1.5,1.0,2.0,4,45.0,3,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1
54290,32483214,0,90,1,1,100,1,2,1.0,0.0,1.0,4,30.0,3,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54292,32484218,0,200,161,3,99,1,4,1.5,1.0,2.0,4,45.0,3,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0
54293,32484249,0,130,1,2,100,6,3,1.0,1.0,2.0,4,30.0,3,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
54294,32485892,0,43,31,2,100,1,2,1.0,0.0,1.0,4,70.0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
54296,32486427,0,62,31,2,100,1,2,1.0,0.0,1.0,4,70.0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
54297,32486581,0,175,14,1,81,1,4,1.0,2.0,3.0,4,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
54298,32487084,0,50,1,2,70,1,2,1.0,0.0,1.0,4,13.0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54300,32487574,0,150,69,3,99,1,4,1.0,1.0,2.0,4,70.0,3,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
54301,32488383,0,100,1,3,100,1,4,1.0,1.0,2.0,4,20.0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54302,32488611,0,600,282,3,98,1,4,2.0,2.0,2.0,4,200.0,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
54303,32488658,0,66,1,2,100,1,2,1.0,0.0,1.0,4,60.0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
54304,32488935,0,55,1,2,90,1,2,1.0,1.0,2.0,4,10.0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54305,32489176,0,149,74,3,100,1,4,1.0,1.0,2.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54306,32489723,0,45,1,0,30,1,4,1.5,1.0,1.0,4,0.0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
54307,32490228,0,270,179,1,85,1,2,1.0,1.0,1.0,4,72.0,3,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
54308,32490723,0,200,1,3,100,1,4,2.5,2.0,3.0,4,50.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
54309,32491308,0,70,1,3,100,1,2,1.5,1.0,1.0,4,0.0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1
54310,32491683,0,89,1,3,100,1,4,1.0,1.0,2.0,4,55.0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1
54312,32491906,0,250,1,3,100,1,6,2.0,3.0,2.0,4,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
54313,32491942,0,100,1,3,100,1,2,1.0,1.0,1.0,4,50.0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54315,32492494,0,75,1,3,100,1,4,1.0,1.0,2.0,4,120.0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0
54316,32492808,0,140,2,1,100,1,2,1.0,1.0,1.0,4,50.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
54319,32496648,0,95,1,2,100,1,2,1.0,1.0,1.0,4,20.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1
54320,32496899,0,400,1,3,100,16,16,1.0,0.0,0.0,4,0.0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
54321,32497556,0,80,1,1,87,1,5,1.0,2.0,3.0,4,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
54322,32504456,0,400,282,3,98,1,6,2.5,4.0,5.0,4,200.0,3,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0
54324,32506612,0,62,1,3,100,1,2,1.0,0.0,1.0,4,15.0,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
54326,32506890,0,107,1,3,100,1,4,1.0,2.0,2.0,4,68.0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0
54327,32507192,0,180,153,3,99,1,4,1.0,1.0,1.0,4,75.0,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1
54329,32507851,0,208,153,3,99,1,5,2.0,3.0,3.0,4,225.0,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1
54330,32508052,0,57,31,2,100,1,2,1.0,0.0,1.0,4,70.0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
54331,32508222,0,141,31,2,100,1,4,1.0,2.0,3.0,4,100.0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
54332,32508642,0,92,31,2,100,1,4,1.0,1.0,2.0,4,70.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
54333,32509086,0,55,1,2,100,1,2,1.0,0.0,1.0,4,10.0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
54334,32509250,0,60,2,1,100,1,2,1.0,1.0,1.0,4,20.0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54335,32509296,1,125,1,3,100,2,5,1.0,2.0,3.0,4,50.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
54337,32509463,0,251,31,2,100,1,7,2.0,3.0,6.0,4,100.0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
54338,32509660,0,150,1,3,100,19,6,1.5,2.0,3.0,4,70.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0
54340,32509737,0,244,31,2,100,1,6,3.0,3.0,3.0,4,150.0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
54341,32510224,0,57,1,2,80,1,2,1.0,0.0,1.0,4,30.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
54342,32511307,0,130,1,3,100,1,2,1.0,1.0,1.0,4,55.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0
54343,32511447,0,89,2,3,100,1,4,1.0,1.0,1.0,4,70.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
54344,32511679,0,75,2,3,100,1,4,1.0,1.0,1.0,4,60.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
54345,32512049,0,60,1,3,80,1,2,1.0,0.0,1.0,4,10.0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1
54346,32512148,0,200,161,3,99,1,2,1.0,0.0,1.0,4,35.0,3,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1
54347,32512219,0,80,1,2,90,1,2,1.0,0.0,1.0,4,30.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
54348,32512310,0,369,1,3,100,1,6,1.5,2.0,3.0,4,85.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1
54349,32512400,0,80,1,3,100,1,4,1.0,1.0,2.0,4,30.0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
54350,32512674,0,139,1,3,100,1,2,1.0,0.0,1.0,4,39.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
54351,32512678,0,42,1,3,100,1,2,1.0,0.0,1.0,4,5.0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54352,32513034,0,70,1,2,100,6,3,1.5,1.0,3.0,4,20.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
54353,32513045,0,200,161,3,99,1,4,1.0,1.0,2.0,4,45.0,3,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1
54356,32513760,0,81,31,2,100,1,4,1.0,1.0,2.0,4,70.0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
54359,32513899,0,500,282,3,98,1,6,1.0,2.0,4.0,4,200.0,5,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1
54360,32514331,0,99,69,3,99,1,4,1.0,1.0,1.0,4,70.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
54361,32514426,1,60,1,3,100,1,2,1.0,1.0,1.0,4,5.0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
54362,32514606,0,120,1,1,53,1,2,1.0,1.0,1.0,4,30.0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1
54363,32515139,0,180,24,3,100,19,4,1.5,1.0,2.0,4,75.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
54364,32515755,1,60,1,3,100,1,1,1.0,1.0,1.0,4,20.0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
54365,32515794,0,86,31,2,100,1,4,1.0,2.0,2.0,4,100.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0
54366,32515880,0,55,1,1,60,1,4,1.5,1.0,1.0,4,20.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
54367,32515899,0,59,3,3,100,1,1,1.0,1.0,1.0,4,15.0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
54368,32515983,0,270,61,1,78,1,2,1.0,1.0,1.0,4,72.0,3,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
54369,32516117,0,200,161,3,99,1,5,1.5,2.0,3.0,4,45.0,3,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0
54370,32516705,0,55,1,3,100,1,3,1.0,0.0,2.0,4,10.0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
54371,32516774,0,46,31,2,100,1,2,1.0,0.0,2.0,4,70.0,3,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
54372,32516785,0,119,50,3,100,1,4,1.0,1.0,1.0,4,65.0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54374,32517231,0,53,4,3,100,1,2,1.0,0.0,1.0,4,25.0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
54375,32517696,0,80,1,2,80,1,3,1.0,1.0,2.0,4,25.0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0
54376,32517748,0,110,1,3,100,1,2,1.0,1.0,1.0,4,30.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54377,32518499,0,129,50,3,100,1,6,1.0,1.0,1.0,4,75.0,3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54381,32520167,0,69,1,3,100,1,2,1.0,0.0,1.0,4,20.0,3,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0
54382,32521375,0,79,1,3,90,1,2,1.0,0.0,1.0,4,45.0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0
54383,32522206,0,499,18,3,97,1,8,2.0,2.0,4.0,4,45.0,4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0
54384,32522795,0,999,18,3,99,1,4,1.0,1.0,1.0,4,60.0,3,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
54385,32524011,0,60,1,1,60,1,2,1.0,1.0,1.0,4,15.0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
54388,32525122,0,43,1,3,100,1,2,1.0,0.0,0.0,4,15.0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
54390,32530015,1,59,8,3,100,1,2,2.0,1.0,0.0,4,10.0,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
54391,32532897,0,119,74,3,100,1,4,1.0,1.0,2.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
54392,32533207,0,50,1,2,100,1,2,1.0,0.0,1.0,4,10.0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
54393,32534470,0,80,1,1,100,1,2,1.0,1.0,1.0,4,15.0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
54394,32534611,0,140,22,3,100,1,4,1.0,1.0,2.0,4,30.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
54395,32534728,0,54,1,2,90,1,2,1.0,1.0,1.0,4,10.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1
54396,32534808,0,180,16,3,99,1,2,1.0,1.0,1.0,4,65.0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
54397,32536006,0,70,1,2,90,1,2,1.0,1.0,1.0,4,20.0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
54398,32536289,0,250,2,3,100,1,4,1.5,1.0,2.0,4,45.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
54399,32536349,0,100,1,1,90,6,4,1.0,2.0,2.0,4,18.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
54400,32536408,0,500,282,3,98,1,5,2.5,3.0,4.0,4,200.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1
54401,32536430,0,180,7,3,100,1,5,1.0,2.0,4.0,4,150.0,3,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1
54402,32536627,0,200,7,3,100,1,4,1.0,1.0,1.0,4,150.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54403,32536740,0,200,7,3,100,1,5,2.0,1.0,1.0,4,150.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
54405,32537059,1,55,1,3,100,1,2,1.0,1.0,1.0,4,5.0,3,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1
54406,32537297,0,200,282,3,98,1,4,1.5,1.0,2.0,4,150.0,3,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1
54407,32537313,0,61,1,3,100,1,2,1.0,1.0,1.0,4,52.0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0
54408,32538127,0,49,1,3,100,1,2,1.0,0.0,1.0,4,20.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
54409,32538325,0,100,282,3,98,1,2,1.0,0.0,2.0,4,100.0,3,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
54410,32538498,1,89,2,1,76,1,2,1.0,1.0,1.0,4,15.0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
54411,32538951,0,150,282,3,98,1,2,1.0,0.0,1.0,4,150.0,3,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
54412,32539700,0,98,300,1,85,1,2,1.5,1.0,1.0,4,200.0,3,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1
54413,32539703,0,73,300,1,85,1,4,1.5,1.0,2.0,4,200.0,3,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
54414,32539705,0,95,300,1,85,1,4,1.5,1.0,2.0,4,0.0,3,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
54415,32539735,0,74,300,1,85,1,4,1.5,1.0,2.0,4,200.0,3,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
54416,32539923,0,95,6,2,100,1,3,1.0,1.0,2.0,4,55.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54417,32539945,0,200,282,3,98,1,4,1.0,1.0,1.0,4,150.0,3,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1
54419,32540885,0,80,9,3,98,1,2,1.0,1.0,1.0,4,65.0,3,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54420,32540898,0,130,31,2,100,1,4,1.0,2.0,2.0,4,100.0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
54421,32541066,0,110,1,3,100,1,2,1.0,0.0,1.0,4,40.0,3,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54422,32541164,0,61,1,3,100,1,2,1.0,0.0,1.0,4,45.0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0
54423,32541256,0,90,1,3,100,1,2,1.0,0.0,1.0,4,35.0,3,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
54424,32542162,0,220,7,3,100,1,6,1.0,1.0,4.0,4,150.0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
54425,32542404,0,57,1,3,100,1,4,1.0,1.0,2.0,4,60.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1
54426,32542770,0,66,1,3,100,1,4,1.0,1.0,1.0,4,60.0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1
54427,32543030,0,100,1,3,100,1,2,1.0,1.0,2.0,4,20.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
54428,32543091,0,80,1,3,100,1,4,1.0,1.0,2.0,4,55.0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0
54429,32543104,0,157,31,2,100,1,4,1.0,1.0,1.0,4,85.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0
54431,32544153,0,60,1,3,100,1,3,1.0,0.0,2.0,4,52.0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1
54432,32544671,0,105,18,3,100,1,4,1.0,1.0,2.0,4,0.0,3,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1
54433,32545494,0,76,1,3,100,1,2,1.0,1.0,1.0,4,52.0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1
54434,32546378,0,94,10,3,94,1,2,1.0,0.0,1.0,4,39.0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
54435,32547747,0,84,1,2,70,1,3,1.0,1.0,2.0,4,20.0,3,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
54437,32549947,0,65,2,3,100,1,2,1.0,0.0,1.0,4,30.0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1
54438,32551183,0,120,1,3,100,1,4,1.0,2.0,2.0,4,30.0,3,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
54440,32556947,0,200,282,3,98,1,2,1.0,0.0,1.0,4,150.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
54441,32558179,0,180,1,3,100,1,4,1.0,1.0,2.0,4,15.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
54442,32558344,0,200,1,2,100,1,6,2.0,3.0,4.0,4,70.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
54443,32558468,0,50,1,2,100,1,3,1.0,0.0,2.0,4,30.0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54444,32559073,0,85,1,3,100,1,3,1.0,1.0,1.0,4,20.0,3,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
54445,32559184,0,101,7,2,84,1,2,1.0,0.0,1.0,4,0.0,4,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1
