,lat,lng,name
20,48.859812449238994,2.3147303732359,Service d'information du Gouvernement
735,48.883641058220995,2.3487971473338,L'Hacienda
831,48.855647386983,2.3186135349083,Ministère de l'Agriculture de l'Agroalimentaire et de la Forêt
1030,48.862643,2.373389,Embassy of the United Kingdom of F
1143,48.849511252271995,2.3056647416376,Salle X
24488,48.855748434636,2.3185140628883,Hôtel de Villeroy
24700,48.86664857504001,2.3224067687987997,Hôtel de la Marine
24790,48.881801656914995,2.3400003963927,Le Bouglione
24849,48.892614254153,2.3010022575757003,ISC Waving
