,lat,lng,name
14,48.871207561562,2.3163771629334,Hôtel de Beauvau - Ministère de l'Intérieur
24,48.85217939103,2.3088366233648996,Ministère des Affaires sociales et de la Santé
31,48.849865603514004,2.363062280135,Centre Administratif Morland
42,48.867800804085,2.2921996314463,CNC - Centre national de la Cinématographie
49,48.840415067329,2.3180538629706002,Direction Générale à l'Emploi et à la Formation Professionnelle
62,48.86740406101,2.3393120028223,CNIL - Commission nationale de l'informatique et des libertés
77,48.848620279028,2.3681545257568,SIAAP
84,48.83951307178,2.3172054292336,Ministere du Travail (dicom)
93,48.826538676831,2.3662313267390003,Inserm
100,48.879672006165,2.3084709435772,Consulado Geral de Portugal
113,48.842889890429,2.3478371285967996,"Caisse D'Allocation Familiale - ""Pot De Fer """
114,48.819000736349004,2.3446978992716003,Maison du Sport
116,48.840889181854,2.3177618632542996,ARCEP
119,48.893958990304,2.3623539204137005,Centre Des Impots
121,48.83491773608,2.2714481968481,Direction Générale de l'Aviation Civile
134,48.866197329924,2.3710722567034996,CPAM Paris
139,48.880527206201,2.3660353285975,Pole Emploi
144,48.854839,2.3178650000000003,Hotel de Clermont
145,48.843734344697,2.2764420739025,Direction de la protection judiciaire de la jeunesse
146,48.861441,2.345329,CNES
152,48.857156175033,2.3247297499762003,"Ministère de l'Écologie, du Développement durable, des Transports et du Logement"
160,48.83240740668101,2.3799345605801,"Direction de la Jeunesse, de l'Éducation Populaire et de la Vie Associative"
168,48.873184,2.316932,Datar
192,48.851045674172,2.4121159481458996,Centre des Finances Publiques
194,48.854811099659,2.3919123770756,Pole Emploi
216,48.855729113374004,2.3229213178025003,Résidence de l'ambassadeur de Russie
222,48.840542852103006,2.3782396316528,"Ministère du Budget, des Comptes Publics et de la Réforme de l'État"
224,48.882853600034,2.3280975707565,Agessa
225,48.867580886353,2.3291774917697,Ministère de la Justice
226,48.859803021836,2.3187728991612,Ministère de la Ville Hotel de Broglie
231,48.893985,2.3325099999999996,DASES/SDIS
239,48.860823441764005,2.3242211979516,Grande Chancellerie de l'Ordre de la Legion d'Honneur
247,48.844013000000004,2.3725970000000003,Sipperec
255,48.861314971913,2.2704368122012997,OECD - Chateau De La Muette
263,48.861218045136994,2.2706154039802002,Ocde Rue Andre Pascal Paris
272,48.833808035896,2.3975273158808,Centre Des Finances Publiques
278,48.860162131997,2.303407422269,Organisation Internationale de la Francophonie
291,48.875727000000005,2.283823,Hotel Des Impots Du 16eme
292,48.860900033694,2.2707174679845,OECD - Marshall Building
296,48.844867448698,2.2610806102713,Ambassade du Bangladesh
299,48.838075,2.393783,CPAM Daumesnil
301,48.837455352938,2.3923836656992004,Agence Juive
304,48.845309941119005,2.396552532517,Office National Des Forets (ONF)
309,48.841467217417005,2.3768749137755,Csmf
317,48.883616344269,2.3871660579999,Pole emploi darius milhaud
320,48.874746,2.354537,Pole Emploi
330,48.823612,2.324607,Assurance Maladie
334,48.869504209294995,2.4066124351557003,Centre D'action Social Du 20e
340,48.850542593953,2.3240431760997997,Conseil Régional Île de France - Unité Communication
343,48.849035988599994,2.2695969234792,Hôtel des Impôts
350,48.866867836726996,2.3564811284072005,Cnam
354,48.829835235478,2.3236691023928,Tresor Public
360,48.834981797499,2.2821754477609,Ministère de la Défense
362,48.893016525647,2.3852333209823,Centre De Finances Publiques
382,48.859586566317994,2.3220577600314,Ministère Des Armées
386,48.867328808292996,2.3765820830065,Mdee 20
388,48.83587734335,2.3023356946455,Centre des Finances Publiques
389,48.850509193395006,2.3080638822539,"Etalab, Data.gouv.fr"
391,48.857495740507005,2.2646284475485,OCDE Coreé
392,48.827929704647,2.3447783621787996,Centre d'assurance maladie de la Butte aux Cailles
396,48.832561244827005,2.3873873200822997,Service des Achats de l'Etat
