,lat,lng,name
95,48.834506009463,2.2843894580806,Vélib' [15-61]
99,48.841035760551,2.2878540802694,Vélib' [15-69]
118,48.831108123929994,2.3773813247681,Vélib' [13-54]
143,48.888522278607,2.3770380020142,Vélib' [19-125]
151,48.894241539928,2.3135106461844,Vélib' [17-106]
162,48.863470919246,2.3713699949243,Vélib' [11-44]
246,48.884656268266,2.3799347877502,Vélib' [19-13]
265,48.834608,2.3970689999999997,Vélib' [12-35]
306,48.834458000000005,2.400511,Vélib' [12-39]
313,48.835868081644,2.2930312156677,Vélib' [15-51]
342,48.894250457672,2.3141857611187997,Vélib' [17-11]
346,48.839734690968,2.4011970612295,Vélib' [12-38]
359,48.833288570038,2.3862587934354,Vélib' [12-33]
367,48.880275995732,2.2861171607341,Vélib' [?]
374,48.851006542206,2.2724854946136,Vélib' [16-28]
406,48.83664084152,2.4022169594856,Vélib' [12-10]
417,48.857366493374,2.2661472113071,Vélib' [16-20]
443,48.877854639514,2.2851594123593997,Vélib' [17-42]
453,48.840556974616,2.3536813259125,Vélib' [05-34]
463,48.857014056242,2.4045145511627,Vélib' [20-16]
466,48.830613740381004,2.3462677001952996,Vélib' [13-04]
472,48.890509527966,2.3294729968097,Vélib' [18-18]
512,48.83320158684,2.2714447911801003,Vélib' [15-42]
593,48.833697099567004,2.3880639991505,Vélib' [12-110]
596,48.836982727051,2.44060754776,Vélib' [12-125]
597,48.841232299805,2.430891752243,Vélib' [43-06]
635,48.860148913556,2.2769755054991,Vélib' [16-111]
666,48.830924721777,2.284807435772,Vélib' [15-126]
675,48.827782,2.4180919999999997,Vélib' [12-120]
691,48.887484613089,2.3141771214356,Vélib' [17-17]
696,48.832052000000004,2.3547599999999997,Vélib' [13-08] V+
709,48.835522046548995,2.4073791503906,Vélib' [12-32]
729,48.856130638136996,2.4054110565172997,Vélib' [20-11]
736,48.833692964201,2.4130117893219,Vélib' [12-41]
737,48.839056,2.437676,Vélib' [12-124]
742,48.88343400796,2.3268922190843,Vélib' [08-12]
778,48.841912717283,2.3895907402039,Vélib' [12-28]
794,48.86217639828,2.3772547021157004,Vélib' [11-27]
795,48.832944964995,2.4027812496182,Vélib' [12-113]
796,48.825509155254004,2.3500012988025,Vélib' [13-24]
797,48.824832554132996,2.3630091615853996,Vélib' [13-37]
798,48.820719645924996,2.3344257177526,Vélib' [14-124]
799,48.84360174729,2.3022159844791,Vélib' [15-12]
800,48.855414735815,2.2703270290379,Vélib' [16-26]
801,48.868628324694,2.2742062277557,Vélib' [16-12]
802,48.86392016315,2.2772233527929,Vélib' [16-13]
803,48.863017218134004,2.2687915769169003,Vélib' [16-19]
804,48.858070907858,2.2742702090554,Vélib' [16-21]
805,48.852690491745,2.2684919684964,Vélib' [16-27]
806,48.847443103455,2.260579305877,Vélib' [16-34]
807,48.848612569593,2.2578889449126,Vélib' [16-35]
808,48.843432959417,2.2605391479512997,Vélib' [16-40]
809,48.865869991116,2.2757080608054,Vélib' [16-107]
810,48.860895489663,2.2730176347502997,Vélib' [16-110]
811,48.85252514993,2.2625679069901,Vélib' [16-115]
812,48.878665034031,2.2703242654085,Vélib' [16-121]
813,48.858715022827994,2.2587179663666,Vélib' [16-129]
814,48.863699508297,2.2674965889722003,Vélib' [16-130]
815,48.871639396301,2.2748020247891,Vélib' [16-135]
816,48.882508003007004,2.3931885384132,Vélib' [19-26] V+
817,48.867078744570996,2.4088514359579,Vélib' [20-27] V+
818,48.875687831404,2.2571621181902004,Vélib' [22-07]
819,48.836199183751,2.4189703964917,Vélib' [41-605]
858,48.846954063348996,2.4105763435364,Vélib' [12-020]
901,48.836985,2.440644,Vélib' [12-125]
24678,48.847274703688,2.3857438764332004,Vélib' [12012]
24691,48.871067468141,2.3706692457581,Vélib' [10-113]
24725,48.851996068231,2.2951901388062,Fat Tire Bike Tours - Paris
24775,48.896202049253,2.3816772479714,Vélib' [19-33]
24880,48.865687038119,2.2831220904179,Vélib' [16-10] V+
24912,48.873181675722,2.3702758730899,Vélib' [10-32]
24957,48.883895891307,2.3715371854769,Vélib' [19-04]
24972,48.874103929212,2.3854644707754997,Vélib' [19-41] V+
24982,48.869655012174995,2.3713731765747004,Vélib' [11-35]
24994,48.894391848394,2.3526303393746,Vélib' [18-37]
