,lat,lng,name
35,48.885949808494,2.3737003451387997,police 19e
40,48.85418,2.37805,Commissariat Central du 11ème Arr.
43,48.836192928741,2.3234152793884,Commissariat Central du 14ème Arr.
97,48.85560407496801,2.3434601882746002,Direction de la Police Judiciaire
109,48.875833,2.3703060000000002,Commissariat Paris 10
129,48.880804070198,2.366201877594,Commissariat Central du 10ème Arr.
206,48.855667394736,2.3786481883602004,Commissariat Paris 11
241,48.828749164245004,2.3664379119873,BEFTI - Police Judiciaire
257,48.871921963387,2.3579173167359997,Préfecture de Police 10ème
303,48.849601253992994,2.3483839758672995,Commissariat du Vème
331,48.857691579688996,2.366504506827,Gendarmerie
336,48.858234461874,2.4064077696895,Commissariat St Blaise
351,48.82214399345101,2.35212999923,Préfourriere
356,48.828861489046,2.3677658977547003,Commissariat du 14ème
521,48.841768643779,2.3875916629902996,Prefecture de Police- Accueil Des Etrangers
539,48.884146292509996,2.3532934798332996,police
578,48.899793318488996,2.3832970027497002,DOSTL - Parc Nord
669,48.867579406021,2.2751814492617,Commissariat de proximité du 16eme
702,48.865266511226,2.3987724491102003,Antenne De Police Du 20e
727,48.830396173473,2.3387364535707005,Préfecture de Police
753,48.867469,2.275233,SAIP du 16ème arrondissement
767,48.861635933563,2.3476882351421,Commissariat De Police
996,48.828938,2.366181,Brigade Financière
1011,48.864951182798,2.3976547005857003,Commissariat De Police Gambetta
1029,48.877052097025,2.3937179887001,BDEP Amérique
1046,48.864639282227,2.3952271938323997,Sécurité Dept. Père lachaise
1047,48.87408673885899,2.3299201311442004,Prefecture de Police
1088,48.847303000000004,2.284634,Police
1099,48.88445,2.32174,Antennz De Police Administrative
24493,48.833053828949005,2.3560416698456,Commissariat Central du 13ème Arr.
24526,48.833322995621,2.2990635785318,Les Objets Trouvés
24597,48.854171,2.269136,Commissariat Central du 16ème Arr.
24707,48.844181673468,2.3817466160206,Commissariat Central du 12ème Arr.
24729,48.839737287074,2.3026992782817004,Commissariat Central du 15ème Arr.
24761,48.828282903245004,2.3923455436726,Fourriere de Bercy
24783,48.886476434455005,2.3205506801605003,Commissariat Central du 17ème Arr.
24893,48.891892999999996,2.336979,Antenne de Police du 18e Arrondissement
24904,48.897631299916,2.3235159072855,Commissariat
24953,48.885098627302,2.3223728066459,Hotel de Police du 17e
24956,48.833385644985,2.3566489493806,Commissariat De Police
25006,48.867700744594,2.2752369376484,Commissariat
