,lat,lng,name
179,48.856857284213,2.352517578507,Conseil de Paris
383,48.84964762802301,2.3652691010284,Direction Des Affaires Scolaires
684,48.84553,2.4135240000000002,"Mairie de Paris, Carte Stationnement"
704,48.866052149248,2.274329849428,Malaysian Embassy
707,48.856388639696,2.3536531243584,DICOM
1087,48.84008026123,2.389897108078,mairie
1182,48.820789000000005,2.359306,Brignoles
24403,48.871879579418,2.3576641182252995,Mairie du 10ème Arrondissement
24411,48.857041326341,2.3201807844804,Mairie du 7ème Arrondissement
24492,48.832490753645,2.355640020707,Mairie du 13ème Arrondissement
24510,48.831009247611,2.3772954940796,URSSAF
24545,48.841235540461994,2.2999151422143997,Mairie du 15ème Arrondissement
24586,48.86389604463199,2.2767448425293,Mairie du 16ème Arrondissement
24602,48.840007,2.3883799999999997,Antenne de police générale
24654,48.856174035942004,2.3557466268539,Mairie Du 4ème Arr.
24712,48.846346819577,2.344719883493,Mairie du 5ème Arrondissement
25007,48.856379688397,2.3556336311643,Mairie du 4ème Arrondissement
25017,48.88468952977,2.3221690899151,Prefecture De Police Du 17eme
