,lat,lng,name
514,48.855080275725,2.3581670088057,Hotel De Beaumont
550,48.896174670143004,2.3805040952082996,Tribunal d'Instance du 19ème
620,48.840451416745005,2.3818038151373,Tribunal d'Instance du 12ieme
651,48.863785184800996,2.2769233273489,Tribunal d'Instance du 16ème arrondissement
652,48.864774,2.399409,Tribunal d'instance du 20e
979,48.892469928841,2.3045628416568,TGI
1037,48.892534999999995,2.344591,Tribunal  d'Instance du 18ème
1054,48.830848693848,2.3165349960327,Maison De La Justice Et Du Droit - Paris Sud
1149,48.852478356852,2.3451284795480003,TGI Paris
24329,48.855919909377,2.3446369171143,Palais de Justice de Paris
24459,48.855679899769,2.3469543457031,Tribunal de commerce de Paris
