,lat,lng,name
12,48.845605517693,2.3095750808716002,Métro Sèvres—Lecourbe [6]
15,48.853759781483,2.3335003852844,Métro Saint-Germain-des-Prés [4]
21,48.867566051533004,2.3463535308837997,Métro Sentier [3]
22,48.842336379341,2.259578704834,Métro Exelmans [9]
25,48.839045843187996,2.3899126052856,Métro Dugommier [6]
27,48.852446717020996,2.268049120903,Métro Jasmin [9]
28,48.847307079774,2.3865008354187003,"Métro Reuilly—Diderot [1,8]"
29,48.85029349914699,2.3838937282562003,Métro Faidherbe—Chaligny [8]
30,48.878645016262,2.3621678352356,Métro Château-Landon [7]
32,48.864488910128,2.4082159996033,Métro Porte de Bagnolet [3]
36,48.819863223359,2.3640775680542,Métro Porte de Choisy [7]
38,48.89425019694,2.3138022422791003,Métro Porte de Clichy [13]
39,48.833964859046,2.3180615901947,Métro Pernety [13]
41,48.848832082133995,2.321355342865,Métro Vaneau [10]
44,48.838706891561,2.2820663452148,Métro Lourmel [8]
46,48.8325064967,2.3997831344604,Métro Porte de Charenton [8]
47,48.851303052172,2.3982381820679,Métro Avron [2]
50,48.841340767820995,2.4009096622467,Métro Bel-Air [6]
52,48.887076087102,2.3865115642548,Métro Ourcq [5]
56,48.885037238764,2.3793983459473,Métro Laumière [5]
63,48.829801528245,2.3504304885864,Métro Corvisart [6]
68,48.860338704164,2.3720598220825,Métro Richard-Lenoir [5]
72,48.842096304615005,2.3289299011230002,Métro Vavin [4]
73,48.869090436818,2.3803853988647004,Métro Couronnes [2]
74,48.888437624647,2.3739266395569,Métro Riquet [7]
81,48.831334126213996,2.3298525810242,Métro Mouton-Duvernet [4]
85,48.897649956319,2.3856210708617995,Métro Porte de la Villette [7]
92,48.851288932690004,2.37628698349,Métro Ledru-Rollin [8]
108,48.821297229807996,2.3697102069855,Métro Porte d'Ivry [7]
133,48.871899136233,2.4043536186218,Métro Saint-Fargeau [3bis]
24359,48.839441283853,2.3009705543518,Métro Vaugirard [12]
24364,48.846798735333,2.3165702819823997,"Métro Duroc [10,13]"
24370,48.842682367363004,2.3127830028534,"Métro Pasteur [6,12]"
24371,48.852856170924994,2.335410118103,Métro Mabillon [10]
24372,48.893304994544,2.3481559753418,Métro Simplon [4]
24379,48.865787543339,2.3343801498413,"Métro Pyramides [7,14]"
24382,48.829808591016,2.3763513565062997,Métro Bibliothèque François Mitterrand [14]
24383,48.866246291581,2.3525011539458998,"Métro Réaumur—Sébastopol [3,4]"
24387,48.891470968768,2.3495292663573997,"Métro Marcadet—Poissonniers [4,12]"
24390,48.831729627757,2.3139953613281,Métro Plaisance [13]
24392,48.85339269166099,2.3439931869507005,Métro Saint-Michel [4]
24394,48.874241950808,2.2954130172729,"Métro Charles de Gaulle-Étoile [1,2,6]"
24399,48.882680819141996,2.3098754882812003,Métro Malesherbes [3]
24400,48.889622767045005,2.3385214805602996,Métro Lamarck—Caulaincourt [12]
24402,48.867509591927,2.3637986183166,"Métro République [3,5,8,9,11]"
24405,48.86995141168801,2.325325012207,"Métro Madeleine [8,12,14]"
24406,48.836854974727004,2.2785687446594,Métro Balard [8]
24407,48.851578381283,2.331075668335,Métro Saint-Sulpice [4]
24410,48.839130580736,2.3306250572205003,"Métro Raspail [4,6]"
24419,48.845217186293,2.2618424892426003,"Métro Michel-Ange — Molitor [9,10]"
24422,48.877953534841005,2.2980737686157005,Métro Ternes [2]
24427,48.884183578613005,2.3676073551178,"Métro Stalingrad [2,5,7]"
24428,48.876161283398,2.358283996582,"Métro Gare de l'Est [4,5,7]"
24431,48.883964869947995,2.3043394088745,Métro Wagram [3]
24433,48.848196670128004,2.3278570175171,Métro Rennes [12]
24434,48.867721315121,2.3137807846069,"Métro Champs-Élysées — Clémenceau [1,13]"
24437,48.847886021323994,2.2642779350281,"Métro Michel-Ange — Auteuil [9,10]"
24438,48.883770853396996,2.3502051830292,"Métro Barbès—Rochechouart [2,4]"
24446,48.875321584451,2.2901451587677,Métro Argentine [1]
24449,48.839642533708,2.3958027362823,"Métro Daumesnil [6,8]"
24450,48.873606861310996,2.3144888877869,"Métro Miromesnil [9,13]"
24451,48.882920699269,2.3445296287537003,Métro Anvers — Sacré-Cœur [2]
24455,48.842943180734,2.3228305578232002,"Métro Montparnasse–Bienvenüe [4,6,12,13]"
24458,48.882560878647006,2.3702681064606,"Métro Jaurès [2,5,7bis]"
24461,48.875632063015004,2.3246812820435,"Métro Saint-Lazare [3,12,13,14]"
24462,48.86465829898,2.2937178611755,Métro Iéna [9]
24463,48.87589314577,2.3441433906555,Métro Cadet [7]
24465,48.833890706053,2.332159280777,"Métro Denfert-Rochereau [4,6]"
24466,48.881188597804005,2.3153632879257002,"Métro Villiers [2,3]"
24468,48.857472884907,2.2857677936554,Métro Passy [6]
24470,48.833216261885006,2.3628222942352,Métro Nationale [6]
24471,48.890624472642,2.32008934021,Métro Brochant [13]
24472,48.851105379056996,2.3442721366882004,Métro Cluny—La Sorbonne [10]
24473,48.888444679148996,2.3917472362518,Métro Porte de Pantin [5]
24474,48.872082613623,2.3769092559814,"Métro Belleville [2,11]"
24477,48.871461610511,2.2933101654052996,Métro Kléber [6]
24478,48.828035804266996,2.3269128799437997,Métro Alésia [4]
24481,48.87540626061401,2.3989999294281,Métro Télégraphe [11]
24483,48.844652335246,2.4021220207213996,Métro Picpus [6]
24484,48.873525710405,2.328736782074,"Métro Havre-Caumartin [3,9]"
24486,48.866860301878006,2.2900915145874,Métro Boissière [6]
24490,48.861058662524,2.3746132850647004,Métro Saint-Ambroise [9]
24495,48.860868086319,2.3408442735672,Métro Louvre-Rivoli [1]
24497,48.865194693227,2.3743772506714,Métro Parmentier [3]
24500,48.855002219372,2.2697067260742,Métro Ranelagh [9]
24501,48.846896,2.326819,Métro Saint-Placide [4]
24502,48.882271609209994,2.3375558853149,"Métro Pigalle [2,12]"
24503,48.846276264836,2.2784614562987997,Métro Javel—André Citroën [10]
24507,48.83290905132301,2.3370838165283,Métro Saint-Jacques [6]
24508,48.851345410594995,2.3267197608948003,"Métro Sèvres—Babylone [10,12]"
24509,48.864573604624994,2.3686695098877,"Métro Oberkampf [5,9]"
24511,48.864637125405,2.3293054103851003,Métro Tuileries [1]
24512,48.860903378263004,2.3672533035278,Métro Saint-Sébastien — Froissart [8]
24514,48.864940612458,2.3984098434448,"Métro Gambetta [3,3bis]"
24516,48.853900969159994,2.2893404960632004,Métro Bir-Hakeim [6]
24517,48.848648519493,2.3958134651183998,"Métro Nation [1,2,6,9]"
24520,48.850427636735,2.2935461997986,Métro Dupleix [6]
24521,48.882342162886,2.3215913772583,Métro Rome [2]
24523,48.844405210909,2.3898750543594,Métro Montgallet [8]
24524,48.879590495795,2.3890542984009,Métro Botzaris [7bis]
24525,48.854861034801,2.3851275444031,Métro Charonne [9]
24527,48.883696774152,2.3329424858093,Métro Blanche [2]
24532,48.844719411640995,2.2936829924582995,Métro Commerce [8]
24533,48.858701113251,2.3474478721619,"Métro Châtelet [1,4,7,11,14]"
24537,48.840380987102,2.3790259573582,"Métro Bercy [6,14]"
24539,48.884846753878,2.2978162765502996,Métro Pereire [3]
24541,48.879195372194005,2.3034381866455003,Métro Courcelles [2]
24543,48.8671143729,2.3828530311583997,Métro Ménilmontant [2]
24544,48.872280203906,2.3100471496582,Métro Saint-Philippe-du-Roule [9]
24546,48.877311436391004,2.3490679264069,Métro Poissonnière [7]
24547,48.874086707453,2.3852777481079,Métro Pyrénées [11]
24548,48.850060522481,2.3486065864562997,Métro Maubert—Mutualité [10]
24550,48.847088209883005,2.2728610038757004,Métro Mirabeau [10]
24551,48.879632830282,2.3269987106323,Métro Liège [13]
24552,48.893022841111005,2.3275136947632005,Métro Guy Moquet [13]
24554,48.846108578893,2.3547247052193,"Métro Jussieu [7,10]"
24557,48.82629120787,2.3571681976318,Métro Tolbiac [7]
24559,48.857952885779,2.3799133300781,Métro Voltaire [9]
24562,48.847522418570996,2.3029339313507005,Métro Cambronne [6]
24577,48.861213946302,2.3535418510437003,Métro Rambuteau [11]
24578,48.837238074674,2.2964000701904,Métro Convention [12]
24581,48.852686742130004,2.4061346054077,Métro Maraîchers [9]
24582,48.880465401232996,2.3748922348022004,Métro Bolivar [7bis]
24591,48.838650399399995,2.3223853111267005,Métro Gaîté [13]
24592,48.841079504782,2.2877740859985,Métro Boucicaut [8]
24593,48.876048383519,2.3377811908722,Métro Notre-Dame de Lorette [12]
24595,48.827039908500005,2.366738319397,Métro Olympiades [14]
24598,48.831136374271004,2.3433816432952996,Métro Glacière [6]
24607,48.86995141168801,2.3710513114929,Métro Goncourt [11]
24612,48.84468057795,2.3729610443115,"Métro Gare de Lyon [1,14]"
24618,48.855256350596,2.3604726791382005,Métro Saint-Paul — Le Marais [1]
24621,48.851814880720006,2.401148378849,Métro Buzenval [9]
24622,48.834953555134,2.3680955171585,Métro Chevaleret [6]
24629,48.842618818722,2.3648500442505,"Métro Gare d'Austerlitz [5,10]"
24632,48.827689715073994,2.3054337501526003,Métro Porte de Vanves [13]
24635,48.869400954053,2.3542499542236,"Métro Strasbourg—Saint-Denis [4,8,9]"
24642,48.872012045476,2.339551448822,"Métro Richelieu—Drouot [8,9]"
24647,48.834865279491,2.4054908752441,Métro Porte Dorée [8]
24648,48.832379373514996,2.2879242897034,Métro Porte de Versailles [12]
24659,48.845033610402005,2.2664451599121,Métro Chardon-Lagache [10]
24660,48.835613852011996,2.3588418960571,Métro Campo-Formio [5]
24669,48.884303515217,2.3385483026505,Métro Abbesses [12]
24680,48.836764936987,2.3517823219299,Métro Les Gobelins [7]
24683,48.839356546831,2.3612880706787003,Métro Saint-Marcel [5]
24686,48.844412271620996,2.3176217079162997,Métro Falguière [12]
24689,48.847264717933996,2.4087309837341,Métro Porte de Vincennes [1]
24692,48.852658503941,2.3688840866089,"Métro Bastille [1,5,8]"
24694,48.875201626308005,2.3894941806793,Métro Jourdain [11]
24702,48.868356479329,2.4014246463776003,Métro Pelleport [3bis]
24705,48.819057901255,2.3602044582367,Métro Porte d'Italie [7]
24709,48.890779664671,2.3769307136536004,Métro Crimée [7]
24721,48.897254975399,2.3592281341552996,Métro Porte de la Chapelle [12]
24760,48.87710680987799,2.4064350128173997,"Métro Porte des Lilas [3bis,11]"
24803,48.854952804816996,2.3470830917358,Métro Cité [4]
24822,48.879886836448,2.3990321159362997,Métro Pré-Saint-Gervais [7bis]
24823,48.882010559746,2.393029332161,Métro Danube [7bis]
