,id,room_type,price,minimum_nights_x,number_of_reviews,reviews_per_month,calculated_host_listings_count,host_response_time,host_response_rate,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,cleaning_fee,minimum_nights_y,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,group
21090.0,12849889.0,0.0,156.0,3.0,31.0,0.9,6.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,50.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
21091.0,12850534.0,0.0,55.0,2.0,11.0,0.31,1.0,3.0,100.0,1.0,3.0,1.0,1.0,2.0,4.0,25.0,2.0,7.0,2.0,2.0,7.0,7.0,100.0,10.0,10.0,9.0,10.0,9.0,9.0,0.0,1.0
21094.0,12852439.0,0.0,140.0,5.0,19.0,0.54,1.0,1.0,100.0,1.0,5.0,1.0,2.0,3.0,4.0,50.0,5.0,240.0,5.0,5.0,240.0,240.0,89.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,3.0
21102.0,12859366.0,1.0,75.0,2.0,26.0,0.74,2.0,3.0,100.0,1.0,3.0,1.0,1.0,2.0,4.0,59.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,3.0
21103.0,12859492.0,0.0,50.0,1.0,4.0,0.19,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,25.0,1.0,21.0,1.0,1.0,21.0,21.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,2.0
21104.0,12859925.0,1.0,51.0,8.0,165.0,4.9,2.0,2.0,100.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,8.0,1125.0,8.0,90.0,1125.0,1125.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,0.0
21110.0,12862898.0,0.0,119.0,7.0,61.0,1.73,1.0,3.0,100.0,1.0,4.0,1.5,1.0,2.0,4.0,75.0,7.0,1125.0,7.0,7.0,1125.0,1125.0,86.0,9.0,9.0,9.0,9.0,10.0,9.0,2.0,3.0
21111.0,12862935.0,0.0,95.0,3.0,55.0,1.6,1.0,1.0,100.0,1.0,2.0,1.0,1.0,1.0,3.0,30.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
21112.0,12863528.0,0.0,76.0,4.0,27.0,0.76,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,25.0,4.0,14.0,4.0,4.0,14.0,14.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
21115.0,12866276.0,0.0,175.0,91.0,1.0,0.04,51.0,1.0,80.0,1.0,3.0,1.0,1.0,1.0,4.0,90.0,91.0,1125.0,91.0,91.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
21116.0,12866360.0,0.0,68.0,30.0,33.0,0.96,1.0,2.0,100.0,1.0,4.0,1.0,1.0,1.0,4.0,20.0,30.0,100.0,30.0,30.0,100.0,100.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,1.0
21124.0,12870687.0,0.0,250.0,3.0,2.0,0.11,19.0,1.0,89.0,18.0,4.0,1.0,2.0,2.0,4.0,80.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,60.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0
21126.0,12876574.0,0.0,55.0,3.0,129.0,3.58,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,20.0,3.0,7.0,3.0,3.0,7.0,7.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0,2.0,0.0
21131.0,12880445.0,0.0,60.0,1.0,20.0,0.55,2.0,3.0,90.0,1.0,2.0,1.0,0.0,1.0,4.0,30.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,91.0,10.0,9.0,9.0,8.0,8.0,9.0,2.0,1.0
21132.0,12880766.0,1.0,115.0,3.0,96.0,2.72,2.0,3.0,100.0,10.0,4.0,1.0,1.0,2.0,4.0,33.0,3.0,60.0,3.0,3.0,60.0,60.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
21134.0,12881511.0,0.0,600.0,2.0,11.0,0.32,69.0,3.0,100.0,1.0,8.0,1.0,3.0,4.0,4.0,100.0,2.0,1125.0,1.0,4.0,1125.0,1125.0,84.0,9.0,9.0,8.0,8.0,9.0,8.0,1.0,3.0
21141.0,12884409.0,0.0,80.0,3.0,37.0,1.02,1.0,1.0,70.0,1.0,2.0,1.0,1.0,1.0,4.0,10.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,94.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,1.0
21144.0,12885777.0,0.0,57.0,4.0,36.0,1.08,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,30.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
21146.0,12886124.0,0.0,79.0,4.0,33.0,0.92,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,40.0,4.0,360.0,4.0,4.0,360.0,360.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
21148.0,12886397.0,0.0,39.0,2.0,31.0,0.89,1.0,3.0,100.0,1.0,2.0,1.0,0.0,2.0,4.0,20.0,2.0,17.0,2.0,2.0,17.0,17.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
21151.0,12887530.0,1.0,53.0,2.0,42.0,1.15,1.0,1.0,80.0,2.0,2.0,0.5,1.0,1.0,4.0,20.0,2.0,7.0,2.0,2.0,7.0,7.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
21156.0,12889703.0,0.0,39.0,2.0,26.0,1.27,1.0,3.0,100.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
21157.0,12891754.0,0.0,70.0,5.0,31.0,0.86,1.0,2.0,100.0,1.0,2.0,1.5,1.0,1.0,4.0,20.0,5.0,21.0,5.0,5.0,21.0,21.0,94.0,10.0,8.0,9.0,10.0,9.0,9.0,1.0,1.0
21158.0,12892570.0,0.0,179.0,1.0,297.0,8.26,4.0,3.0,100.0,15.0,6.0,1.0,2.0,3.0,4.0,65.0,1.0,1125.0,1.0,2.0,1125.0,1125.0,92.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,0.0
21159.0,12894329.0,0.0,215.0,7.0,8.0,0.23,1.0,2.0,100.0,1.0,4.0,2.5,3.0,4.0,4.0,50.0,7.0,30.0,7.0,7.0,30.0,30.0,90.0,9.0,9.0,10.0,10.0,10.0,10.0,2.0,3.0
21160.0,12894872.0,0.0,63.0,1.0,48.0,1.32,29.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,60.0,1.0,1125.0,1.0,3.0,1125.0,1125.0,78.0,8.0,9.0,9.0,9.0,9.0,8.0,4.0,3.0
21163.0,12895508.0,0.0,60.0,2.0,79.0,2.22,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,30.0,2.0,3.0,2.0,3.0,3.0,3.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,2.0,1.0
21166.0,12897038.0,1.0,65.0,2.0,71.0,2.03,1.0,3.0,100.0,1.0,2.0,1.5,1.0,1.0,4.0,20.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
21171.0,12900466.0,0.0,79.0,2.0,69.0,1.96,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,25.0,2.0,1123.0,2.0,2.0,1123.0,1123.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,2.0,1.0
21172.0,12901088.0,0.0,300.0,3.0,14.0,0.4,1.0,3.0,100.0,1.0,7.0,2.0,4.0,4.0,4.0,100.0,3.0,30.0,3.0,3.0,30.0,30.0,83.0,9.0,8.0,10.0,9.0,10.0,9.0,2.0,3.0
21173.0,12901548.0,0.0,90.0,2.0,143.0,4.09,1.0,3.0,100.0,1.0,3.0,1.0,1.0,2.0,4.0,40.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,95.0,9.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
21177.0,12902980.0,0.0,70.0,2.0,69.0,1.93,3.0,3.0,97.0,1.0,4.0,1.0,1.0,2.0,4.0,30.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,86.0,9.0,8.0,10.0,9.0,10.0,9.0,2.0,1.0
21178.0,12903223.0,0.0,93.0,6.0,3.0,0.18,2.0,1.0,75.0,6.0,4.0,1.0,2.0,2.0,4.0,40.0,6.0,20.0,6.0,6.0,20.0,20.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
21180.0,12907414.0,0.0,290.0,5.0,3.0,0.09,1.0,2.0,100.0,1.0,6.0,2.5,3.0,3.0,4.0,80.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.0,3.0
21182.0,12907964.0,0.0,120.0,2.0,14.0,0.4,1.0,1.0,70.0,6.0,4.0,1.0,1.0,2.0,4.0,80.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,97.0,10.0,10.0,10.0,9.0,10.0,9.0,1.0,3.0
21183.0,12908250.0,0.0,140.0,4.0,24.0,0.71,1.0,3.0,100.0,1.0,5.0,1.0,2.0,2.0,4.0,50.0,4.0,30.0,4.0,4.0,30.0,30.0,95.0,10.0,9.0,10.0,10.0,9.0,10.0,2.0,1.0
21184.0,12908253.0,0.0,65.0,7.0,20.0,0.59,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,40.0,7.0,30.0,7.0,7.0,30.0,30.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
21188.0,12909963.0,0.0,110.0,5.0,74.0,2.08,2.0,3.0,100.0,1.0,3.0,1.0,2.0,2.0,4.0,60.0,5.0,120.0,5.0,5.0,120.0,120.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
21202.0,12922256.0,0.0,80.0,2.0,2.0,0.06,2.0,1.0,50.0,1.0,2.0,1.0,1.0,1.0,4.0,20.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,100.0,9.0,10.0,10.0,10.0,9.0,10.0,1.0,2.0
21204.0,12922709.0,0.0,85.0,3.0,59.0,1.68,1.0,1.0,70.0,1.0,2.0,1.5,1.0,1.0,4.0,40.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,1.0
21206.0,12923582.0,0.0,129.0,3.0,12.0,0.57,1.0,3.0,100.0,1.0,4.0,2.5,2.0,2.0,4.0,85.0,3.0,84.0,3.0,3.0,84.0,84.0,90.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,3.0
21210.0,12924754.0,0.0,55.0,3.0,42.0,1.16,1.0,3.0,100.0,1.0,2.0,1.0,0.0,0.0,4.0,35.0,3.0,30.0,3.0,3.0,30.0,30.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,2.0,1.0
21212.0,12925191.0,0.0,110.0,5.0,12.0,0.34,1.0,1.0,100.0,1.0,6.0,2.0,2.0,3.0,4.0,40.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,98.0,10.0,10.0,9.0,10.0,9.0,9.0,2.0,1.0
21216.0,12925826.0,0.0,84.0,4.0,1.0,0.03,2.0,1.0,100.0,1.0,3.0,1.5,2.0,3.0,4.0,20.0,4.0,30.0,4.0,4.0,30.0,30.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
21221.0,12927267.0,0.0,96.0,3.0,70.0,1.92,2.0,1.0,90.0,1.0,6.0,1.0,2.0,2.0,4.0,40.0,3.0,90.0,3.0,3.0,90.0,90.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,2.0,1.0
21223.0,12927905.0,0.0,135.0,3.0,105.0,3.08,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,45.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,94.0,10.0,9.0,9.0,9.0,10.0,9.0,1.0,1.0
21224.0,12927983.0,0.0,85.0,4.0,10.0,0.28,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,15.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,93.0,10.0,9.0,9.0,10.0,10.0,10.0,1.0,2.0
21229.0,12929061.0,0.0,100.0,3.0,78.0,2.23,1.0,2.0,100.0,1.0,2.0,2.0,1.0,1.0,4.0,30.0,3.0,7.0,3.0,3.0,7.0,7.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
21232.0,12930072.0,0.0,160.0,10.0,13.0,0.38,1.0,3.0,100.0,1.0,6.0,1.0,2.0,2.0,4.0,70.0,10.0,1100.0,10.0,10.0,1100.0,1100.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,3.0
21236.0,12930944.0,0.0,139.0,2.0,31.0,0.87,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,60.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0
21243.0,12937452.0,0.0,350.0,5.0,62.0,1.76,1.0,2.0,100.0,1.0,6.0,2.5,3.0,3.0,4.0,120.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,3.0
21244.0,12937540.0,0.0,80.0,2.0,14.0,0.58,1.0,1.0,90.0,1.0,2.0,1.0,1.0,1.0,4.0,25.0,2.0,15.0,2.0,2.0,15.0,15.0,97.0,9.0,9.0,10.0,10.0,10.0,9.0,0.0,1.0
21247.0,12938568.0,0.0,223.0,3.0,17.0,0.49,45.0,3.0,100.0,1.0,5.0,2.0,2.0,3.0,4.0,20.0,3.0,365.0,3.0,3.0,28.0,28.0,93.0,9.0,9.0,10.0,9.0,10.0,9.0,1.0,1.0
21261.0,12942089.0,0.0,60.0,2.0,76.0,2.51,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,10.0,2.0,10.0,2.0,2.0,10.0,10.0,90.0,9.0,9.0,9.0,10.0,10.0,9.0,2.0,1.0
21263.0,12943627.0,0.0,110.0,3.0,34.0,0.94,11.0,3.0,97.0,1.0,4.0,1.0,1.0,2.0,4.0,40.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,88.0,9.0,8.0,10.0,9.0,9.0,9.0,1.0,1.0
21264.0,12945873.0,0.0,39.0,2.0,205.0,5.74,1.0,2.0,100.0,1.0,2.0,1.0,0.0,1.0,3.0,18.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,95.0,10.0,9.0,10.0,10.0,9.0,10.0,2.0,0.0
21267.0,12949889.0,0.0,149.0,3.0,3.0,0.09,2.0,2.0,100.0,1.0,3.0,2.0,1.0,2.0,4.0,49.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,87.0,9.0,9.0,10.0,10.0,9.0,9.0,2.0,3.0
21271.0,12950922.0,0.0,90.0,3.0,25.0,1.08,1.0,3.0,100.0,1.0,3.0,1.0,1.0,2.0,4.0,70.0,3.0,120.0,3.0,5.0,120.0,120.0,90.0,9.0,9.0,10.0,9.0,10.0,9.0,1.0,3.0
21274.0,12953630.0,0.0,120.0,2.0,195.0,5.53,4.0,3.0,100.0,1.0,6.0,1.0,3.0,3.0,4.0,55.0,2.0,30.0,2.0,2.0,30.0,30.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,0.0
21277.0,12958132.0,0.0,290.0,3.0,63.0,1.77,1.0,3.0,100.0,1.0,7.0,1.5,3.0,5.0,4.0,70.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,1.0
21279.0,12958687.0,0.0,145.0,91.0,3.0,0.09,51.0,1.0,80.0,1.0,3.0,1.0,1.0,2.0,4.0,72.0,91.0,1125.0,91.0,91.0,1125.0,1125.0,80.0,9.0,8.0,9.0,9.0,10.0,9.0,2.0,3.0
21280.0,12959349.0,0.0,128.0,91.0,3.0,0.11,51.0,1.0,80.0,1.0,3.0,1.0,1.0,2.0,4.0,72.0,91.0,1125.0,91.0,91.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
21283.0,12960562.0,0.0,120.0,3.0,1.0,0.03,1.0,2.0,100.0,1.0,6.0,1.0,2.0,4.0,4.0,40.0,3.0,30.0,3.0,3.0,30.0,30.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
21286.0,12961597.0,0.0,170.0,5.0,33.0,0.93,1.0,3.0,100.0,1.0,5.0,2.0,3.0,3.0,4.0,55.0,5.0,15.0,5.0,5.0,15.0,15.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
21288.0,12961763.0,0.0,100.0,2.0,19.0,0.58,69.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,50.0,2.0,1125.0,2.0,4.0,1125.0,1125.0,84.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0,1.0
21295.0,12966666.0,0.0,60.0,2.0,116.0,3.19,19.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,60.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,88.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,1.0
21298.0,12967995.0,0.0,90.0,1.0,5.0,1.15,1.0,0.0,19.0,1.0,4.0,1.0,1.0,2.0,4.0,20.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,2.0
21301.0,12968619.0,0.0,101.0,3.0,29.0,0.89,1.0,1.0,100.0,15.0,3.0,1.0,2.0,2.0,4.0,30.0,3.0,20.0,3.0,3.0,20.0,20.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,1.0
21302.0,12968791.0,0.0,140.0,5.0,33.0,0.94,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,50.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,2.0,1.0
21305.0,12969054.0,2.0,50.0,1.0,18.0,0.5,1.0,2.0,100.0,1.0,2.0,1.0,1.0,2.0,4.0,15.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,96.0,10.0,8.0,10.0,10.0,10.0,10.0,0.0,1.0
21308.0,12970093.0,0.0,80.0,5.0,4.0,0.12,1.0,2.0,100.0,1.0,4.0,1.0,1.0,1.0,4.0,35.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,85.0,9.0,8.0,10.0,10.0,9.0,9.0,0.0,3.0
21317.0,12976143.0,0.0,530.0,2.0,28.0,1.13,69.0,3.0,100.0,1.0,7.0,2.0,3.0,4.0,4.0,100.0,2.0,1125.0,1.0,4.0,1125.0,1125.0,83.0,9.0,9.0,8.0,9.0,9.0,8.0,1.0,1.0
21319.0,12977036.0,0.0,100.0,3.0,17.0,0.48,37.0,3.0,98.0,20.0,3.0,1.0,2.0,2.0,4.0,64.0,3.0,1125.0,3.0,7.0,1125.0,1125.0,93.0,9.0,9.0,9.0,10.0,10.0,9.0,1.0,1.0
21320.0,12977340.0,0.0,80.0,2.0,24.0,0.66,1.0,2.0,83.0,1.0,4.0,1.0,1.0,2.0,4.0,0.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,88.0,10.0,9.0,10.0,10.0,10.0,9.0,0.0,1.0
21321.0,12977412.0,0.0,135.0,3.0,23.0,0.67,1.0,1.0,100.0,1.0,5.0,2.0,2.0,2.0,4.0,50.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,1.0
21322.0,12977428.0,0.0,180.0,2.0,45.0,1.29,2.0,1.0,100.0,15.0,4.0,1.0,1.0,2.0,4.0,0.0,2.0,45.0,2.0,2.0,45.0,45.0,85.0,9.0,9.0,9.0,9.0,10.0,8.0,2.0,1.0
21325.0,12977569.0,0.0,80.0,3.0,64.0,1.8,1.0,2.0,100.0,1.0,3.0,1.0,1.0,2.0,4.0,30.0,3.0,14.0,3.0,3.0,14.0,14.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,1.0
21326.0,12977655.0,0.0,360.0,3.0,38.0,1.05,1.0,2.0,100.0,1.0,4.0,1.0,2.0,2.0,4.0,100.0,3.0,30.0,3.0,3.0,30.0,30.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,2.0,3.0
21330.0,12979341.0,0.0,115.0,1.0,91.0,2.56,65.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,40.0,1.0,1125.0,2.0,4.0,28.0,28.0,89.0,9.0,9.0,9.0,10.0,10.0,9.0,1.0,0.0
21335.0,12982274.0,0.0,230.0,2.0,16.0,0.45,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,20.0,2.0,1125.0,1.0,2.0,1125.0,1125.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
21337.0,12982854.0,0.0,325.0,3.0,31.0,0.91,11.0,3.0,100.0,1.0,5.0,1.0,2.0,2.0,4.0,225.0,3.0,45.0,3.0,3.0,45.0,45.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,3.0
21341.0,12984038.0,0.0,59.0,30.0,32.0,0.9,1.0,2.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,25.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,1.0
21342.0,12984261.0,0.0,100.0,28.0,4.0,0.16,1.0,3.0,78.0,1.0,4.0,1.5,1.0,1.0,4.0,60.0,28.0,1125.0,10.0,28.0,1125.0,1125.0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,2.0,1.0
21343.0,12984689.0,0.0,65.0,2.0,30.0,0.84,1.0,2.0,88.0,1.0,4.0,1.0,1.0,2.0,4.0,30.0,2.0,10.0,2.0,2.0,10.0,10.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,1.0
21350.0,12989486.0,0.0,165.0,3.0,24.0,0.67,1.0,3.0,100.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
21357.0,12993557.0,0.0,55.0,2.0,7.0,0.26,2.0,2.0,90.0,1.0,2.0,1.0,0.0,1.0,3.0,10.0,2.0,365.0,2.0,2.0,365.0,365.0,89.0,9.0,9.0,10.0,9.0,8.0,8.0,2.0,1.0
21365.0,12995130.0,0.0,150.0,30.0,6.0,0.18,1.0,1.0,100.0,1.0,4.0,1.0,1.0,1.0,4.0,100.0,30.0,305.0,30.0,30.0,305.0,305.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,3.0
21373.0,12997464.0,0.0,90.0,1.0,16.0,0.45,1.0,1.0,80.0,1.0,3.0,1.0,0.0,2.0,4.0,35.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,87.0,9.0,10.0,9.0,10.0,10.0,8.0,2.0,3.0
21374.0,12997480.0,0.0,220.0,3.0,39.0,1.98,23.0,3.0,91.0,1.0,4.0,1.0,1.0,2.0,4.0,90.0,3.0,365.0,3.0,3.0,365.0,365.0,97.0,10.0,10.0,10.0,9.0,10.0,9.0,2.0,1.0
21377.0,13001090.0,0.0,220.0,2.0,151.0,4.21,1.0,3.0,100.0,1.0,6.0,1.0,2.0,4.0,4.0,80.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,1.0
21378.0,13002115.0,0.0,49.0,3.0,5.0,0.57,1.0,3.0,100.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0,3.0,15.0,3.0,8.0,15.0,15.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
21379.0,13002127.0,1.0,45.0,1.0,50.0,1.42,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,1.0
21384.0,13007934.0,0.0,83.0,7.0,13.0,0.36,1.0,3.0,100.0,1.0,3.0,1.0,1.0,2.0,4.0,40.0,7.0,180.0,7.0,7.0,180.0,180.0,92.0,10.0,9.0,10.0,10.0,10.0,8.0,2.0,3.0
21396.0,13011936.0,1.0,78.0,2.0,125.0,3.47,2.0,2.0,80.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0.0,0.0
21398.0,13012912.0,0.0,95.0,30.0,85.0,2.41,1.0,3.0,100.0,1.0,3.0,1.0,1.0,2.0,4.0,60.0,30.0,305.0,30.0,30.0,305.0,305.0,95.0,10.0,10.0,9.0,9.0,10.0,9.0,1.0,1.0
21402.0,13013675.0,0.0,371.0,3.0,5.0,0.46,8.0,2.0,100.0,1.0,4.0,1.0,2.0,2.0,4.0,130.0,3.0,30.0,3.0,3.0,30.0,30.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,3.0
21405.0,13013997.0,0.0,100.0,3.0,52.0,1.45,60.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,3.0,45.0,3.0,1124.0,1.0,4.0,1124.0,1124.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,0.0
21409.0,13016654.0,0.0,150.0,3.0,42.0,1.18,11.0,3.0,97.0,1.0,4.0,1.0,2.0,2.0,4.0,50.0,3.0,15.0,3.0,3.0,15.0,15.0,90.0,10.0,8.0,9.0,9.0,10.0,9.0,1.0,1.0
21422.0,13025476.0,0.0,150.0,3.0,10.0,0.28,1.0,2.0,100.0,1.0,4.0,1.5,2.0,2.0,4.0,60.0,3.0,15.0,3.0,3.0,15.0,15.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,3.0
21423.0,13025626.0,0.0,140.0,2.0,4.0,0.13,1.0,1.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,45.0,2.0,30.0,2.0,2.0,30.0,30.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
21428.0,13027529.0,0.0,90.0,1.0,152.0,4.23,20.0,3.0,100.0,1.0,5.0,1.0,1.0,1.0,4.0,20.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,91.0,10.0,9.0,10.0,10.0,10.0,9.0,2.0,0.0
21431.0,13027990.0,0.0,100.0,4.0,15.0,0.43,1.0,2.0,100.0,1.0,3.0,1.0,2.0,2.0,4.0,25.0,4.0,8.0,4.0,4.0,8.0,8.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
21433.0,13028970.0,0.0,55.0,30.0,58.0,2.32,1.0,2.0,80.0,1.0,3.0,1.0,0.0,2.0,4.0,20.0,30.0,305.0,30.0,30.0,305.0,305.0,91.0,10.0,9.0,10.0,10.0,9.0,9.0,0.0,1.0
