,id,room_type,price,minimum_nights_x,number_of_reviews,reviews_per_month,calculated_host_listings_count,host_response_time,host_response_rate,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,cleaning_fee,minimum_nights_y,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,group
47645.0,28355084.0,0.0,200.0,3.0,34.0,4.42,5.0,3.0,100.0,1.0,4.0,1.0,1.0,1.0,4.0,60.0,3.0,1125.0,1.0,3.0,1125.0,1125.0,93.0,10.0,10.0,9.0,9.0,9.0,9.0,1.0,1.0
47646.0,28355522.0,0.0,57.0,2.0,19.0,2.45,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,58.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,83.0,8.0,9.0,8.0,9.0,9.0,8.0,2.0,3.0
47655.0,28356173.0,0.0,179.0,1.0,30.0,3.93,8.0,3.0,100.0,1.0,6.0,1.0,2.0,2.0,4.0,80.0,1.0,1125.0,1.0,3.0,1125.0,1125.0,96.0,10.0,10.0,9.0,10.0,10.0,10.0,1.0,1.0
47657.0,28356672.0,0.0,50.0,5.0,17.0,2.85,2.0,3.0,100.0,1.0,2.0,0.5,0.0,1.0,4.0,30.0,5.0,1125.0,3.0,5.0,1125.0,1125.0,88.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,1.0
47658.0,28356881.0,0.0,55.0,2.0,3.0,0.42,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,4.0,10.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,87.0,9.0,9.0,9.0,10.0,10.0,9.0,0.0,2.0
47660.0,28357436.0,2.0,23.0,1.0,75.0,9.3,1.0,3.0,100.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,15.0,1.0,1.0,15.0,15.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0
47661.0,28358230.0,0.0,200.0,3.0,14.0,2.06,7.0,3.0,100.0,15.0,3.0,2.0,1.0,2.0,4.0,60.0,3.0,30.0,3.0,3.0,30.0,30.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.0,3.0
47662.0,28358420.0,0.0,67.0,1.0,27.0,3.54,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,60.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,85.0,9.0,7.0,9.0,10.0,10.0,9.0,1.0,3.0
47663.0,28358435.0,0.0,200.0,3.0,34.0,4.53,5.0,3.0,100.0,18.0,4.0,1.0,1.0,2.0,4.0,60.0,3.0,1125.0,1.0,3.0,1125.0,1125.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,3.0
47665.0,28359011.0,1.0,40.0,1.0,1.0,0.16,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0,5.0,1.0,1.0,5.0,5.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0.0,1.0
47666.0,28359095.0,0.0,500.0,3.0,27.0,3.54,5.0,3.0,100.0,1.0,8.0,2.0,3.0,3.0,4.0,150.0,3.0,1125.0,1.0,3.0,1125.0,1125.0,93.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,3.0
47668.0,28359340.0,0.0,199.0,2.0,2.0,2.0,1.0,3.0,100.0,1.0,4.0,1.0,1.0,1.0,4.0,50.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
47671.0,28361059.0,0.0,100.0,3.0,23.0,3.09,1.0,3.0,100.0,1.0,2.0,1.0,1.0,2.0,4.0,30.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,97.0,10.0,10.0,9.0,10.0,9.0,10.0,0.0,1.0
47672.0,28365135.0,0.0,99.0,5.0,8.0,1.02,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,40.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,98.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,1.0
47674.0,28365668.0,0.0,440.0,1.0,24.0,3.03,12.0,3.0,100.0,18.0,10.0,2.0,4.0,5.0,4.0,85.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,3.0
47675.0,28365926.0,0.0,149.0,2.0,1.0,0.75,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0,31.0,2.0,2.0,31.0,31.0,100.0,10.0,10.0,10.0,8.0,10.0,8.0,1.0,1.0
47676.0,28366076.0,0.0,290.0,1.0,9.0,1.13,12.0,3.0,100.0,18.0,6.0,1.0,2.0,4.0,4.0,55.0,1.0,999.0,1.0,1.0,999.0,999.0,87.0,9.0,8.0,9.0,10.0,10.0,8.0,2.0,3.0
47679.0,28370506.0,0.0,130.0,1.0,24.0,3.17,1.0,3.0,100.0,1.0,3.0,1.0,1.0,1.0,4.0,50.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
47686.0,28377189.0,0.0,156.0,2.0,13.0,1.89,22.0,3.0,97.0,1.0,5.0,1.0,2.0,2.0,4.0,90.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,91.0,9.0,9.0,9.0,9.0,8.0,8.0,1.0,3.0
47688.0,28378792.0,0.0,63.0,1.0,11.0,1.45,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,52.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,84.0,9.0,9.0,8.0,9.0,10.0,8.0,1.0,3.0
47689.0,28379364.0,0.0,78.0,2.0,1.0,0.15,2.0,1.0,50.0,1.0,3.0,1.0,1.0,3.0,4.0,15.0,2.0,7.0,2.0,2.0,7.0,7.0,60.0,8.0,6.0,10.0,10.0,10.0,6.0,2.0,3.0
47690.0,28379894.0,0.0,75.0,1.0,1.0,0.15,1.0,2.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,20.0,1.0,6.0,1.0,2.0,6.0,6.0,80.0,10.0,10.0,8.0,10.0,10.0,8.0,1.0,3.0
47691.0,28381430.0,0.0,75.0,2.0,6.0,0.77,1.0,1.0,75.0,1.0,2.0,1.0,1.0,1.0,4.0,20.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.0,1.0
47692.0,28385241.0,0.0,50.0,4.0,15.0,2.08,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,93.0,10.0,9.0,10.0,10.0,9.0,10.0,1.0,1.0
47693.0,28385593.0,1.0,50.0,2.0,5.0,0.64,1.0,1.0,100.0,1.0,1.0,1.0,1.0,1.0,4.0,12.0,2.0,14.0,2.0,2.0,14.0,14.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
47694.0,28387276.0,0.0,110.0,1.0,36.0,5.14,1.0,3.0,100.0,1.0,4.0,1.0,2.0,2.0,4.0,19.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,81.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,3.0
47702.0,28396910.0,0.0,150.0,3.0,3.0,0.47,1.0,3.0,100.0,1.0,5.0,1.0,2.0,2.0,4.0,50.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,100.0,10.0,9.0,10.0,10.0,9.0,9.0,2.0,1.0
47703.0,28398906.0,1.0,30.0,3.0,8.0,1.24,1.0,3.0,78.0,1.0,1.0,1.5,1.0,1.0,4.0,20.0,3.0,30.0,3.0,3.0,30.0,30.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.0,1.0
47704.0,28399057.0,0.0,75.0,2.0,4.0,0.52,1.0,0.0,20.0,1.0,2.0,1.0,0.0,1.0,4.0,12.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,2.0
47705.0,28399235.0,1.0,110.0,1.0,14.0,1.76,1.0,3.0,100.0,1.0,1.0,1.0,1.0,1.0,4.0,25.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
47706.0,28399460.0,0.0,103.0,2.0,17.0,2.23,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,20.0,2.0,14.0,2.0,2.0,14.0,14.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
47707.0,28399467.0,0.0,100.0,1.0,16.0,3.87,1.0,3.0,100.0,1.0,5.0,1.0,2.0,2.0,4.0,30.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
47709.0,28399854.0,0.0,250.0,1.0,5.0,0.9,1.0,2.0,100.0,1.0,4.0,2.0,2.0,2.0,4.0,25.0,1.0,1125.0,2.0,3.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,2.0,1.0
47710.0,28399912.0,1.0,29.0,2.0,18.0,2.57,1.0,2.0,90.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,91.0,10.0,9.0,10.0,10.0,9.0,9.0,0.0,1.0
47713.0,28401460.0,0.0,100.0,2.0,7.0,1.02,1.0,1.0,88.0,1.0,4.0,1.0,1.0,2.0,4.0,30.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,94.0,9.0,9.0,9.0,10.0,10.0,9.0,0.0,1.0
47714.0,28402128.0,0.0,99.0,3.0,14.0,1.79,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,50.0,3.0,30.0,3.0,3.0,30.0,30.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,2.0,3.0
47715.0,28403024.0,0.0,130.0,4.0,12.0,1.58,1.0,1.0,90.0,1.0,4.0,1.0,2.0,2.0,4.0,30.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,93.0,9.0,10.0,10.0,10.0,10.0,9.0,0.0,1.0
47717.0,28403980.0,0.0,130.0,4.0,3.0,0.46,1.0,1.0,100.0,1.0,6.0,2.0,3.0,3.0,4.0,35.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,93.0,10.0,9.0,9.0,9.0,9.0,9.0,1.0,3.0
47718.0,28404247.0,0.0,55.0,2.0,6.0,1.09,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,30.0,2.0,1124.0,2.0,2.0,1124.0,1124.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
47720.0,28405858.0,1.0,37.0,5.0,4.0,0.65,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,10.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,90.0,10.0,8.0,10.0,10.0,10.0,9.0,0.0,1.0
47721.0,28406879.0,0.0,60.0,3.0,10.0,1.27,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,3.0,15.0,3.0,3.0,15.0,15.0,90.0,10.0,9.0,10.0,10.0,8.0,9.0,0.0,1.0
47723.0,28407541.0,0.0,50.0,2.0,27.0,3.46,1.0,3.0,100.0,1.0,3.0,1.0,2.0,2.0,4.0,30.0,2.0,30.0,2.0,2.0,30.0,30.0,88.0,9.0,9.0,9.0,10.0,9.0,9.0,2.0,1.0
47725.0,28409133.0,0.0,55.0,1.0,12.0,1.52,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,10.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,90.0,10.0,9.0,9.0,10.0,10.0,9.0,1.0,1.0
47728.0,28410091.0,0.0,120.0,3.0,31.0,4.12,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,20.0,3.0,1124.0,2.0,3.0,1124.0,1124.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0
47730.0,28420363.0,0.0,110.0,2.0,19.0,2.44,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,35.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,97.0,10.0,9.0,10.0,10.0,9.0,9.0,0.0,1.0
47731.0,28420674.0,0.0,55.0,3.0,7.0,0.92,1.0,2.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,20.0,3.0,31.0,3.0,3.0,31.0,31.0,89.0,9.0,8.0,10.0,10.0,9.0,8.0,1.0,1.0
47744.0,28425772.0,0.0,75.0,2.0,23.0,2.91,1.0,3.0,100.0,1.0,3.0,1.0,0.0,3.0,4.0,0.0,2.0,30.0,2.0,3.0,30.0,30.0,87.0,10.0,9.0,10.0,10.0,10.0,9.0,2.0,1.0
47745.0,28425891.0,0.0,148.0,2.0,10.0,1.3,1.0,3.0,100.0,1.0,4.0,1.5,2.0,2.0,4.0,80.0,2.0,1125.0,2.0,7.0,1125.0,1125.0,84.0,10.0,10.0,9.0,8.0,9.0,8.0,1.0,3.0
47749.0,28427298.0,0.0,200.0,3.0,9.0,1.42,1.0,3.0,100.0,1.0,4.0,1.5,2.0,3.0,4.0,50.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
47751.0,28427897.0,0.0,114.0,1.0,8.0,1.27,65.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,60.0,1.0,1125.0,2.0,4.0,28.0,28.0,88.0,10.0,9.0,10.0,9.0,10.0,9.0,1.0,1.0
47752.0,28428037.0,0.0,65.0,2.0,40.0,5.04,1.0,3.0,88.0,1.0,2.0,1.0,1.0,1.0,4.0,21.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,1.0
47753.0,28428450.0,0.0,65.0,6.0,5.0,0.7,1.0,1.0,60.0,1.0,2.0,1.0,1.0,1.0,4.0,15.0,6.0,1125.0,6.0,6.0,1125.0,1125.0,88.0,10.0,9.0,10.0,10.0,10.0,9.0,0.0,1.0
47758.0,28429228.0,0.0,60.0,2.0,22.0,2.88,1.0,3.0,100.0,1.0,2.0,1.5,1.0,1.0,4.0,20.0,2.0,1125.0,2.0,3.0,1125.0,1125.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,1.0
47760.0,28430279.0,0.0,119.0,2.0,32.0,4.4,1.0,3.0,100.0,1.0,4.0,1.5,1.0,2.0,4.0,50.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,91.0,9.0,9.0,10.0,9.0,10.0,9.0,2.0,3.0
47761.0,28430539.0,0.0,75.0,7.0,1.0,0.13,1.0,1.0,70.0,1.0,2.0,1.0,1.0,1.0,4.0,25.0,7.0,20.0,7.0,7.0,20.0,20.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
47762.0,28431063.0,0.0,80.0,3.0,9.0,1.19,1.0,3.0,100.0,1.0,4.0,1.5,1.0,2.0,4.0,10.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
47763.0,28431140.0,0.0,65.0,2.0,39.0,5.57,3.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,35.0,2.0,90.0,2.0,60.0,90.0,90.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,1.0
47764.0,28431249.0,0.0,89.0,1.0,5.0,0.66,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,30.0,1.0,1125.0,1.0,6.0,1125.0,1125.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
47766.0,28431953.0,0.0,100.0,3.0,9.0,1.24,1.0,3.0,100.0,1.0,4.0,1.0,1.0,1.0,4.0,60.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
47769.0,28433243.0,0.0,149.0,2.0,1.0,0.14,1.0,2.0,100.0,1.0,4.0,1.5,1.0,1.0,4.0,15.0,2.0,41.0,2.0,2.0,41.0,41.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
47771.0,28433746.0,0.0,59.0,3.0,32.0,4.68,1.0,3.0,100.0,6.0,2.0,1.0,0.0,1.0,4.0,0.0,3.0,1125.0,2.0,3.0,1125.0,1125.0,90.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,1.0
47772.0,28434151.0,0.0,100.0,2.0,18.0,2.45,1.0,3.0,83.0,1.0,2.0,1.0,1.0,1.0,4.0,40.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,1.0
47778.0,28437435.0,0.0,75.0,2.0,3.0,0.48,1.0,3.0,67.0,1.0,2.0,1.0,1.0,1.0,4.0,25.0,2.0,6.0,2.0,2.0,6.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.0,1.0
47779.0,28438551.0,0.0,70.0,5.0,2.0,2.0,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,25.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,90.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,3.0
47780.0,28438716.0,0.0,119.0,2.0,4.0,0.58,1.0,0.0,20.0,1.0,4.0,1.0,1.0,2.0,4.0,30.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,85.0,10.0,7.0,8.0,9.0,9.0,8.0,0.0,2.0
47781.0,28439200.0,0.0,109.0,1.0,9.0,1.41,5.0,3.0,100.0,1.0,4.0,1.0,0.0,2.0,4.0,15.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,96.0,9.0,10.0,10.0,9.0,10.0,9.0,2.0,1.0
47783.0,28447411.0,0.0,59.0,2.0,6.0,0.78,1.0,0.0,40.0,1.0,2.0,1.0,1.0,1.0,4.0,10.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,90.0,10.0,9.0,10.0,10.0,10.0,10.0,0.0,2.0
47784.0,28449502.0,0.0,100.0,3.0,10.0,1.31,1.0,3.0,100.0,1.0,4.0,1.0,0.0,1.0,4.0,25.0,3.0,14.0,3.0,3.0,14.0,14.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,2.0,1.0
47785.0,28449513.0,0.0,55.0,3.0,18.0,2.39,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,3.0,25.0,3.0,7.0,25.0,25.0,91.0,10.0,9.0,9.0,9.0,10.0,10.0,0.0,1.0
47786.0,28451812.0,0.0,55.0,1.0,2.0,0.27,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,45.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,80.0,9.0,5.0,10.0,10.0,9.0,7.0,1.0,3.0
47787.0,28452455.0,0.0,52.0,2.0,12.0,1.57,2.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,20.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,100.0,10.0,10.0,9.0,10.0,9.0,10.0,1.0,1.0
47796.0,28454010.0,0.0,120.0,1.0,25.0,4.6,1.0,3.0,100.0,1.0,3.0,1.0,1.0,2.0,4.0,35.0,1.0,120.0,1.0,1.0,120.0,120.0,90.0,9.0,9.0,9.0,9.0,10.0,9.0,2.0,1.0
47798.0,28455010.0,0.0,95.0,2.0,22.0,2.92,1.0,3.0,89.0,1.0,2.0,1.0,1.0,1.0,4.0,10.0,2.0,8.0,2.0,2.0,8.0,8.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0
47800.0,28456417.0,0.0,79.0,3.0,10.0,1.35,96.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,55.0,3.0,1125.0,3.0,5.0,1125.0,1125.0,80.0,9.0,8.0,8.0,9.0,9.0,8.0,1.0,1.0
47802.0,28457114.0,0.0,68.0,7.0,9.0,1.44,1.0,3.0,67.0,6.0,2.0,1.0,0.0,1.0,4.0,30.0,7.0,20.0,2.0,2.0,20.0,20.0,91.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,1.0
47803.0,28457370.0,0.0,68.0,1.0,24.0,4.24,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,30.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
47805.0,28457496.0,1.0,60.0,2.0,27.0,3.73,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
47806.0,28457980.0,0.0,70.0,2.0,18.0,2.38,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,49.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,83.0,8.0,8.0,9.0,9.0,9.0,8.0,2.0,3.0
47807.0,28458831.0,0.0,45.0,3.0,4.0,0.65,1.0,2.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,10.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,90.0,10.0,8.0,10.0,10.0,8.0,9.0,0.0,1.0
47808.0,28458921.0,0.0,50.0,2.0,13.0,1.71,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,20.0,2.0,1125.0,2.0,25.0,1125.0,1125.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,2.0,1.0
47809.0,28459057.0,0.0,76.0,1.0,5.0,0.74,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,60.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,88.0,10.0,10.0,8.0,9.0,9.0,10.0,1.0,3.0
47811.0,28461267.0,0.0,115.0,4.0,15.0,3.52,1.0,1.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,4.0,7.0,4.0,4.0,7.0,7.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0
47812.0,28462573.0,0.0,45.0,3.0,7.0,1.06,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,0.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,1.0
47813.0,28462855.0,0.0,80.0,3.0,20.0,2.58,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,15.0,3.0,1125.0,2.0,3.0,1125.0,1125.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,1.0
47814.0,28463085.0,0.0,65.0,1.0,1.0,0.41,1.0,2.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,15.0,1.0,5.0,1.0,1.0,5.0,5.0,100.0,10.0,10.0,10.0,8.0,10.0,6.0,0.0,1.0
47821.0,28464241.0,0.0,150.0,1.0,6.0,0.82,1.0,3.0,100.0,1.0,4.0,1.0,2.0,2.0,4.0,68.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,93.0,9.0,8.0,9.0,10.0,10.0,9.0,1.0,3.0
47823.0,28465412.0,0.0,109.0,3.0,39.0,5.0,2.0,3.0,100.0,1.0,4.0,1.0,1.0,1.0,4.0,59.0,3.0,1125.0,2.0,3.0,1125.0,1125.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,0.0,1.0
47824.0,28466109.0,0.0,70.0,30.0,2.0,0.31,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,20.0,30.0,360.0,30.0,30.0,360.0,360.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,1.0
47825.0,28467360.0,0.0,100.0,3.0,31.0,3.94,2.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,55.0,3.0,1125.0,2.0,3.0,1125.0,1125.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.0,1.0
47827.0,28473639.0,0.0,85.0,6.0,4.0,0.58,1.0,1.0,86.0,1.0,4.0,1.0,1.0,2.0,4.0,25.0,6.0,31.0,6.0,6.0,31.0,31.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
47828.0,28474082.0,0.0,95.0,3.0,13.0,1.72,1.0,3.0,100.0,1.0,3.0,1.0,2.0,2.0,4.0,68.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,91.0,10.0,10.0,10.0,9.0,10.0,9.0,1.0,3.0
47831.0,28476337.0,0.0,220.0,1.0,32.0,4.1,12.0,3.0,100.0,18.0,6.0,1.0,2.0,3.0,4.0,55.0,1.0,999.0,1.0,1.0,999.0,999.0,90.0,9.0,9.0,10.0,10.0,9.0,9.0,2.0,3.0
47834.0,28478120.0,0.0,320.0,3.0,19.0,2.47,1.0,3.0,100.0,1.0,7.0,2.5,3.0,4.0,4.0,80.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,3.0
47838.0,28479451.0,0.0,80.0,3.0,6.0,0.78,1.0,2.0,83.0,1.0,4.0,1.0,1.0,2.0,4.0,30.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.0,1.0
47839.0,28479815.0,0.0,50.0,2.0,13.0,1.68,1.0,1.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0,1125.0,2.0,5.0,1125.0,1125.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0.0,1.0
47840.0,28480321.0,1.0,33.0,2.0,12.0,1.62,1.0,1.0,60.0,1.0,1.0,1.5,1.0,1.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,5.0,88.0,10.0,9.0,10.0,10.0,9.0,9.0,0.0,1.0
47841.0,28480711.0,0.0,60.0,2.0,27.0,3.68,69.0,3.0,99.0,1.0,2.0,1.0,0.0,1.0,4.0,50.0,2.0,1125.0,1.0,2.0,1125.0,1125.0,84.0,9.0,9.0,10.0,9.0,10.0,8.0,2.0,1.0
47850.0,28483360.0,0.0,125.0,1.0,4.0,0.79,28.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,71.0,1.0,1125.0,1.0,3.0,3.0,1125.0,95.0,10.0,10.0,9.0,10.0,10.0,9.0,3.0,1.0
47853.0,28483788.0,0.0,130.0,4.0,10.0,1.4,1.0,2.0,100.0,1.0,2.0,1.5,1.0,1.0,4.0,55.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
47854.0,28484044.0,0.0,55.0,1.0,34.0,4.42,6.0,2.0,92.0,1.0,2.0,1.0,0.0,1.0,4.0,25.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,69.0,8.0,7.0,9.0,8.0,8.0,7.0,0.0,3.0
47858.0,28485016.0,0.0,55.0,1.0,41.0,5.28,6.0,2.0,92.0,1.0,2.0,1.0,0.0,0.0,4.0,20.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,73.0,9.0,7.0,9.0,9.0,9.0,7.0,0.0,3.0
47859.0,28485228.0,0.0,109.0,3.0,17.0,2.23,1.0,3.0,100.0,1.0,4.0,1.0,1.0,3.0,4.0,50.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,78.0,9.0,7.0,8.0,8.0,10.0,8.0,1.0,3.0
47862.0,28486278.0,1.0,80.0,1.0,66.0,8.65,1.0,3.0,91.0,2.0,2.0,1.0,1.0,1.0,4.0,10.0,1.0,100.0,1.0,5.0,100.0,100.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
