,address,category,details,id,lat,lng,location,name,numReviews,originalId,polarity,reviews,subCategory,geometry
0,"23 Rue de Sévigné, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83598,83598,48.85768,2.362752,Paris,Carnavalet Museum,32.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83598,,POINT (2.362752 48.85768)
1,"5 Avenue Dutuit, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83534,83534,48.866084,2.31467,Paris,Petit Palais,33.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83534,,POINT (2.31467 48.866084)
2,"211 Avenue Jean Jaurès, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83500,83500,48.893849,2.39026,Paris,Parc de La Villette,35.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83500,,POINT (2.39026 48.893849)
3,"11 Place du Trocadéro et du 11 Novembre, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83458,83458,48.861596,2.289282,Paris,Jardins du Trocadéro,29.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83458,,POINT (2.289282 48.861596)
4,"Port des Champs Elysées, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83455,83455,48.864316,2.314042,Paris,Le Showcase,36.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83455,,POINT (2.314042 48.864316)
5,"18 Rue de la Croix Nivert, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83423,83423,48.847077,2.300165,Paris,Back Up,11.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83423,,POINT (2.300165 48.847077)
6,"167 Quai de Valmy, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83425,83425,48.879121,2.366482,Paris,Bizz'Art,17.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83425,,POINT (2.366482 48.879121)
7,"24 Rue de l'Arrivée, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83428,83428,48.842187,2.321283,Paris,Mix Club,18.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83428,,POINT (2.321283 48.842187)
8,"2Bis Avenue Foch, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83450,83450,48.873705,2.2923400000000003,Paris,Le Duplex,27.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83450,,POINT (2.29234 48.873705)
9,"Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83460,83460,48.862407,2.249046,Paris,Bois de Boulogne,25.0,,7.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83460,,POINT (2.249046 48.862407)
10,"109 Rue Oberkampf, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83479,83479,48.865867,2.377842,Paris,Nouveau Casino,36.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83479,,POINT (2.377842 48.865867)
11,"60 Rue des Francs Bourgeois, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83477,83477,48.859954,2.35725,Paris,Archives Nationales,8.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83477,,POINT (2.35725 48.859954)
12,"128 Quai de Bercy, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83505,83505,48.836316,2.381295,Paris,Parc De Bercy,26.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83505,,POINT (2.381295 48.836316)
13,"Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83509,83509,48.839518,2.350012,Paris,Square Saint-Médard,1.0,,10.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83509,,POINT (2.350012 48.839518)
14,"293 Avenue Daumesnil, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83513,83513,48.834957,2.408546,Paris,Palais de la Porte Dorée,20.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83513,,POINT (2.408546 48.834957)
15,"2 Boulevard du Palais, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83524,83524,48.856246,2.345792,Paris,Conciergerie,23.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83524,,POINT (2.345792 48.856246)
16,"Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83536,83536,48.831305,2.355563,Paris,Square de la Place d'Italie,13.0,,3.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83536,,POINT (2.355563 48.831305)
17,"35bis Rue Paul Valéry, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83599,83599,48.871626,2.288092,Paris,Musée Dapper,3.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83599,,POINT (2.288092 48.871626)
18,"Avenue Franklin Delano Roosevelt, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83600,83600,48.866208,2.310885,Paris,Palais de la Découverte,26.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83600,,POINT (2.310885 48.866208)
19,"57 Rue Cuvier, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83603,83603,48.843657,2.356175,Paris,The National Museum of Natural History,20.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83603,,POINT (2.356175 48.843657)
20,"16 Rue de la Faisanderie, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83604,83604,48.870167,2.276793,Paris,Musée de la Contrefaçon,7.0,,7.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83604,,POINT (2.276793 48.870167)
21,"5 Square Charles Dickens, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83605,83605,48.85747,2.284625,Paris,Musée du Vin,11.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83605,,POINT (2.284625 48.85747)
22,"2 Rue Ronsard, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83608,83608,48.884756,2.344528,Paris,Halle Saint-Pierre,13.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83608,,POINT (2.344528 48.884756)
23,"7 Avenue de Clichy, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83711,83711,48.884331,2.326876,Paris,Cinéma des Cinéastes,23.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83711,,POINT (2.326876 48.884331)
24,"39 Boulevard de Strasbourg, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83712,83712,48.871809,2.355246,Paris,Le Brady,17.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83712,,POINT (2.355246 48.871809)
25,"2 Rue du cinéma, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83713,83713,48.862981,2.345618,Paris,Forum des Images,16.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83713,,POINT (2.345618 48.862981)
26,"5 Avenue Mac-Mahon, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83714,83714,48.875472,2.294605,Paris,Mac-Mahon,4.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83714,,POINT (2.294605 48.875472)
27,"110 Rue Amelot, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83716,83716,48.863352,2.367486,Paris,Cirque d'hiver Bouglione,14.0,,7.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83716,,POINT (2.367486 48.863352)
28,"20-40 Avenue du Général Sarrail, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83722,83722,48.843152,2.252804,Paris,Stade Jean-Bouin,6.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83722,,POINT (2.252804 48.843152)
29,"101Bis Quai Branly, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83725,83725,48.854788,2.289521,Paris,Maison de la Culture du Japon,9.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83725,,POINT (2.289521 48.854788)
30,"18 Rue de Passy, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83742,83742,48.858259,2.282304,Paris,Majestic Passy,13.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83742,,POINT (2.282304 48.858259)
31,"68 Boulevard Poniatowski, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83775,83775,48.832162,2.399346,Paris,Léo-Lagrange Stadium,4.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83775,,POINT (2.399346 48.832162)
32,"2 Rue Jacques Baudry, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83812,83812,48.831553,2.300047,Paris,Parc Georges Brassens,26.0,,7.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83812,,POINT (2.300047 48.831553)
33,"27 Avenue des Champs-Élysées, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83852,83852,48.86951,2.307165,Paris,Cinéma Gaumont Champs-Elysées Marignan,32.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83852,,POINT (2.307165 48.86951)
34,"14 Quai de la Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83993,83993,48.885054,2.371419,Paris,MK2 Quai de Seine,26.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83993,,POINT (2.371419 48.885054)
35,"81 Boulevard Masséna, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=83999,83999,48.820052,2.367561,Paris,Halle Georges Carpentier,1.0,,0.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83999,,POINT (2.367561 48.820052)
36,"73 Avenue du Général Leclerc, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84064,84064,48.8282,2.327371,Paris,Gaumont Alésia,15.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84064,,POINT (2.327371 48.8282)
37,"2 Rue du Docteur Magnan, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84074,84074,48.827863,2.360172,Paris,Parc de Choisy,16.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84074,,POINT (2.360172 48.827863)
38,"140 Boulevard de Clichy, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84099,84099,48.884025,2.328175,Paris,Pathé Wepler,24.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84099,,POINT (2.328175 48.884025)
39,"4-6 Rue Louis Armand, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84110,84110,48.83289,2.2770289999999997,Paris,Aquaboulevard,19.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84110,,POINT (2.277029 48.83289)
40,"3 Rue d'Odessa, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84142,84142,48.843271,2.325165,Paris,Gaumont Parnasse,30.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84142,,POINT (2.325165 48.843271)
41,"58 Avenue des Gobelins, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84170,84170,48.833601,2.35392,Paris,Gaumont Gobelins Rodin,16.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84170,,POINT (2.35392 48.833601)
42,"47 Rue Raynouard, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84182,84182,48.855405,2.28088,Paris,Maison de Balzac,12.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84182,,POINT (2.28088 48.855405)
43,"113 Boulevard Saint-Germain, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84203,84203,48.852416,2.338361,Paris,MK2 Odéon,18.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84203,,POINT (2.338361 48.852416)
44,"45 Rue des Pirogues de Bercy, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84238,84238,48.833168,2.3874079999999998,Paris,Waou Club Med Gym Bercy,18.0,,7.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84238,,POINT (2.387408 48.833168)
45,"39 Rue de Rivoli, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84407,84407,48.858096,2.349516,Paris,Parc de la Tour Saint-Jacques,10.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84407,,POINT (2.349516 48.858096)
46,"Porte Maillot, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84409,84409,48.879714,2.283409,Paris,UGC Maillot,15.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84409,,POINT (2.283409 48.879714)
47,"Place de l'Abbé Georges Hénocque, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84424,84424,48.823747,2.353586,Paris,Square de l'Abbé Georges Hénocque,4.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84424,,POINT (2.353586 48.823747)
48,"32 Boulevard des Italiens, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84434,84434,48.871315,2.335414,Paris,UGC Opéra,13.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84434,,POINT (2.335414 48.871315)
49,"6 Rue Belgrand, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84505,84505,48.86478,2.399568,Paris,MK2 Gambetta,8.0,,8.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84505,,POINT (2.399568 48.86478)
50,"44 Rue Emeriau, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84521,84521,48.849201,2.285483,Paris,Front de Seine,6.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84521,,POINT (2.285483 48.849201)
51,"50 Avenue des Champs-Élysées, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84524,84524,48.870419,2.3069509999999998,Paris,Gaumont Champs-Élysées - Ambassade,15.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84524,,POINT (2.306951 48.870419)
52,"32 Rue Édouard Pailleron, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84535,84535,48.880806,2.377569,Paris,Espace Sportif Pailleron,13.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84535,,POINT (2.377569 48.880806)
53,"42 Avenue des Gobelins, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84548,84548,48.834844,2.352008,Paris,Manufacture Des Gobelins,4.0,,7.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84548,,POINT (2.352008 48.834844)
54,"18-24 Rue de Poissy, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84562,84562,48.848467,2.351791,Paris,Collège des Bernardins,9.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84562,,POINT (2.351791 48.848467)
55,"66 Boulevard du Montparnasse, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84649,84649,48.843134,2.323844,Paris,Piscine Armand Massard,17.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84649,,POINT (2.323844 48.843134)
56,"Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84650,84650,48.887963,2.315795,Paris,Square des Batignolles,17.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84650,,POINT (2.315795 48.887963)
57,"133 Boulevard Diderot, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84651,84651,48.848272,2.393103,Paris,MK2 Nation,12.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84651,,POINT (2.393103 48.848272)
58,"4 Boulevard Beaumarchais, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84658,84658,48.854608,2.369056,Paris,MK2 Bastille,7.0,,8.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84658,,POINT (2.369056 48.854608)
59,"Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84671,84671,48.857344,2.2647019999999998,Paris,Place de la Porte de Passy,,,,,,POINT (2.264702 48.857344)
60,"14 Rue Troyon, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84688,84688,48.876154,2.29533,Paris,Club de l'Etoile - cinéma,1.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84688,,POINT (2.29533 48.876154)
61,"Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84702,84702,48.842399,2.296644,Paris,Square Saint-Lambert,13.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84702,,POINT (2.296644 48.842399)
62,"12 Rue de Lyon, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84735,84735,48.84748,2.371837,Paris,UGC Lyon Bastille,27.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84735,,POINT (2.371837 48.84748)
63,"5 Avenue Albert de Mun, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84748,84748,48.862234,2.2910500000000003,Paris,Aquarium de Paris - Cinéaqua,26.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84748,,POINT (2.29105 48.862234)
64,"17 Avenue Pierre de Coubertin, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84754,84754,48.817941,2.345645,Paris,Stade Charlety,15.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84754,,POINT (2.345645 48.817941)
65,"Rue de Montholon, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84762,84762,48.877109,2.346712,Paris,Square Montholon,7.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84762,,POINT (2.346712 48.877109)
66,"40 Rue du Colisée, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84779,84779,48.871644,2.310929,Paris,Les Planches,14.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84779,,POINT (2.310929 48.871644)
67,"Forum des Halles, Rue de l'Orient-Express, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84793,84793,48.862062,2.347598,Paris,UGC Orient-Express,21.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84793,,POINT (2.347598 48.862062)
68,"6 Place Saint-Pierre, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84836,84836,48.884372,2.343661,Paris,Square Louise Michel,24.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84836,,POINT (2.343661 48.884372)
69,"26 Avenue Corentin Cariou, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84842,84842,48.89456,2.388599,Paris,La Geode,18.0,,7.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84842,,POINT (2.388599 48.89456)
70,"6 Avenue de la Porte de Clichy, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84923,84923,48.895513,2.311776,Paris,Stade Léon Biancotto,2.0,,8.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84923,,POINT (2.311776 48.895513)
71,"30 Avenue Corentin Cariou, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84989,84989,48.895944,2.387147,Paris,La Cité des Enfants,17.0,,7.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84989,,POINT (2.387147 48.895944)
72,"11 Rue Poulbot, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=84997,84997,48.88644,2.339939,Paris,Espace Dalí,16.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84997,,POINT (2.339939 48.88644)
73,"64 Rue de Bretagne, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85093,85093,48.8647,2.359638,Paris,Square Du Temple,13.0,,8.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85093,,POINT (2.359638 48.8647)
74,"50 Avenue Gambetta, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85206,85206,48.865622,2.400259,Paris,Le Square Edouard Vaillant,2.0,,3.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85206,,POINT (2.400259 48.865622)
75,"147 Rue Cardinet, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85229,85229,48.890854,2.314975,Paris,Parc Clichy-Batignolles - Martin Luther King,16.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85229,,POINT (2.314975 48.890854)
76,"2,Square Maurice Gardette, Rue du Général Blaise, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85299,85299,48.861821,2.379087,Paris,Square Maurice Gardette,7.0,,8.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85299,,POINT (2.379087 48.861821)
77,"1 Place des Cinq Martyrs du Lycée Buffon, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85312,85312,48.839375,2.317516,Paris,Jardin Atlantique,14.0,,3.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85312,,POINT (2.317516 48.839375)
78,"Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85347,85347,48.894199,2.326675,Paris,Square des Épinettes,2.0,,3.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85347,,POINT (2.326675 48.894199)
79,"1-17 Rue du Colonel Rozanoff, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85360,85360,48.844803,2.3876020000000002,Paris,Square Saint-Eloi,4.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85360,,POINT (2.387602 48.844803)
80,"34 Rue Duperré, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=86273,86273,48.882162,2.333939,Paris,Carmen,31.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86273,,POINT (2.333939 48.882162)
81,"1 Place de la Concorde, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=86137,86137,48.865799,2.324066,Paris,Jeu de Paume,36.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86137,,POINT (2.324066 48.865799)
82,"17 Place du Trocadéro et du 11 Novembre, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85446,85446,48.862054,2.28753,Paris,Musée national de la Marine,19.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85446,,POINT (2.28753 48.862054)
83,"60 Boulevard Lannes, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85553,85553,48.864580000000004,2.269681,Paris,Stade de la Muette,2.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85553,,POINT (2.269681 48.86458)
84,"Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85597,85597,48.829225,2.38032,Paris,Jardins Grands Moulins Abbé Pierre,5.0,,7.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85597,,POINT (2.38032 48.829225)
85,"15 Rue Albinoni, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85605,85605,48.842124,2.387627,Paris,Jardin de Reuilly,19.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85605,,POINT (2.387627 48.842124)
86,"22 Rue Guillaume Apollinaire, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85626,85626,48.85463,2.333371,Paris,Cinéma le Saint Germain des Prés,15.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85626,,POINT (2.333371 48.85463)
87,"Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85636,85636,48.843962,2.289229,Paris,Square Violet,4.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85636,,POINT (2.289229 48.843962)
88,"21 Rue Rottembourg, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85678,85678,48.838598,2.406796,Paris,Square Charles Péguy,2.0,,3.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85678,,POINT (2.406796 48.838598)
89,"1 Avenue Prudhon, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85716,85716,48.858351,2.269517,Paris,Jardins du Ranelagh,13.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85716,,POINT (2.269517 48.858351)
90,"Place du Marché Sainte-Catherine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85776,85776,48.855376,2.362775,Paris,Place Sainte-Catherine,12.0,,6.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85776,,POINT (2.362775 48.855376)
91,"Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85795,85795,48.849345,2.40402,Paris,Square Sarah Bernhardt,2.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85795,,POINT (2.40402 48.849345)
92,"28 Rue de Croulebarbe, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85808,85808,48.832804,2.349773,Paris,Square René Le Gall,8.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85808,,POINT (2.349773 48.832804)
93,"71 Boulevard Saint-Germain, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85838,85838,48.850756,2.345172,Paris,Cluny Palace,8.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85838,,POINT (2.345172 48.850756)
94,"Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85896,85896,48.821073,2.357446,Paris,Jardin du Moulin de la Pointe,3.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85896,,POINT (2.357446 48.821073)
95,"Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85923,85923,48.844209,2.268737,Paris,Parc Sainte-Périne,2.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85923,,POINT (2.268737 48.844209)
96,"72 Boulevard de Clichy, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=85940,85940,48.883633,2.333791,Paris,Museum of Eroticism,17.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85940,,POINT (2.333791 48.883633)
97,"36 Rue Geoffroy-Saint-Hilaire, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=86049,86049,48.841791,2.3564410000000002,Paris,Grande Galerie de l'Evolution,16.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86049,,POINT (2.356441 48.841791)
98,"170 Boulevard de Magenta, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=86060,86060,48.883525,2.349721,Paris,Le Louxor,26.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86060,,POINT (2.349721 48.883525)
99,"Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=86113,86113,48.877809,2.2823729999999998,Paris,Place de la Porte Maillot,17.0,,4.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86113,,POINT (2.282373 48.877809)
100,"3 Avenue de la Porte d'Auteuil, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=86294,86294,48.846408,2.252789,Paris,Jardin des Serres d'Auteuil,11.0,,5.0,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86294,,POINT (2.252789 48.846408)
