,address,category,details,id,lat,lng,location,name,numReviews,originalId,polarity,reviews,subCategory,geometry
872,"10 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251034,251034,48.85689,2.336471,Paris,Eolia Sa,,,,,,POINT (2.336471 48.85689)
873,"5 Quai Voltaire, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251035,251035,48.858402,2.332417,Paris,Tchekhowf,,,,,,POINT (2.332417 48.858402)
874,"9 Quai Malaquais, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251036,251036,48.857737,2.33535,Paris,Société Breheret,,,,,,POINT (2.33535 48.857737)
875,"16 Rue des Saints-Pères, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251037,251037,48.856628,2.331844,Paris,Galerie MiniMasterpiece,,,,,,POINT (2.331844 48.856628)
876,"18 Rue de Lille, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251038,251038,48.858116,2.3312049999999997,Paris,Arums Galerie,,,,,,POINT (2.331205 48.858116)
877,"15 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251039,251039,48.85662,2.336632,Paris,Atelier Yann Arthus-Bertrand,,,,,,POINT (2.336632 48.85662)
878,"52 Quai des Orfèvres, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251041,251041,48.857614,2.3397769999999998,Paris,Galerie du Vert Galant,,,,,,POINT (2.339777 48.857614)
879,"7 Rue Guénégaud, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251042,251042,48.856217,2.339604,Paris,Espace Saint Germain,,,,,,POINT (2.339604 48.856217)
880,"29 Quai de l'Horloge, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251044,251044,48.856934,2.34261,Paris,MURANESE,,,,,,POINT (2.34261 48.856934)
881,"26 Place Dauphine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251045,251045,48.856883,2.34193,Paris,Galerie Nabokov,,,,,,POINT (2.34193 48.856883)
882,"13 Impasse de Conti, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251046,251046,48.85742,2.337977,Paris,Galerie Larock-Granoff,,,,,,POINT (2.337977 48.85742)
883,"23 Place Dauphine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251047,251047,48.856654,2.341895,Paris,Galerie des Orfèvres,,,,,,POINT (2.341895 48.856654)
884,"23 Place Dauphine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251048,251048,48.856654,2.341895,Paris,Areart,,,,,,POINT (2.341895 48.856654)
885,"35 Rue Jacob, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251049,251049,48.855723,2.333122,Paris,Editions des Femmes,,,,,,POINT (2.333122 48.855723)
886,"52 Rue Jacob, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251050,251050,48.856059,2.332497,Paris,Galerie Samagra,,,,,,POINT (2.332497 48.856059)
887,"52 Rue Jacob, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251051,251051,48.856059,2.332498,Paris,Galerie Samagra,,,,,,POINT (2.332498 48.856059)
888,"45 Rue Jacob, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251052,251052,48.855902,2.332644,Paris,Démons et Merveilles Sté,,,,,,POINT (2.332644 48.855902)
889,"54 Rue Jacob, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251053,251053,48.856088,2.332414,Paris,Galerie Geraldine banier,,,,,,POINT (2.332414 48.856088)
890,"43 Rue Jacob, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251054,251054,48.855905,2.332633,Paris,Galerie Seydoux,,,,,,POINT (2.332633 48.855905)
891,"50 Rue Jacob, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251055,251055,48.856049,2.332526,Paris,Galerie Philippe Frégnac,,,,,,POINT (2.332526 48.856049)
892,"17 Rue Visconti, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251056,251056,48.855727,2.335363,Paris,Rue Visconti,,,,,,POINT (2.335363 48.855727)
893,"36 Rue Jacob, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251057,251057,48.85563,2.333727,Paris,Galerie Dina Vierny,,,,,,POINT (2.333727 48.85563)
894,"33 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251058,251058,48.855864,2.336731,Paris,Downtown,,,,,,POINT (2.336731 48.855864)
895,"18 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251059,251059,48.856043,2.33657,Paris,Jousse Entreprise,,,,,,POINT (2.33657 48.856043)
896,"6 Rue Visconti, Paris 06, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251060,251060,48.855747,2.336091,Paris,Le Toit Du Monde,,,,,,POINT (2.336091 48.855747)
897,"20 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251061,251061,48.855918,2.336624,Paris,Galerie Zlotowski,,,,,,POINT (2.336624 48.855918)
898,"30 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251062,251062,48.856059,2.337383,Paris,Galerie Arnaud Lefebvre,,,,,,POINT (2.337383 48.856059)
899,"26 Rue de Seine, Paris 06, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251063,251063,48.855633,2.336663,Paris,La Galerie Parisienne,,,,,,POINT (2.336663 48.855633)
900,"31 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251064,251064,48.855964,2.336717,Paris,Galerie l'Arc en Seine,,,,,,POINT (2.336717 48.855964)
901,"3 Rue Visconti, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251065,251065,48.855684,2.336233,Paris,Galerie d'Art GNG,,,,,,POINT (2.336233 48.855684)
902,"29 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251066,251066,48.856139,2.336692,Paris,Galerie Berthet-Aittouares,,,,,,POINT (2.336692 48.856139)
903,"9 Rue Visconti, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251067,251067,48.855756,2.336013,Paris,Galerie Lee,,,,,,POINT (2.336013 48.855756)
904,"27 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251068,251068,48.856148,2.336685,Paris,Les Yeux Fertiles,,,,,,POINT (2.336685 48.856148)
905,"3 Rue Visconti, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251069,251069,48.855684,2.336233,Paris,Stella L.,,,,,,POINT (2.336233 48.855684)
906,"22 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251070,251070,48.85586,2.33659,Paris,Valmay,,,,,,POINT (2.33659 48.85586)
907,"31 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251071,251071,48.855964,2.336717,Paris,Galerie Belle et Belle,,,,,,POINT (2.336717 48.855964)
908,"18 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251072,251072,48.856124,2.3365489999999998,Paris,Galerie Downtown,,,,,,POINT (2.336549 48.856124)
909,"7 Rue Visconti, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251073,251073,48.855668,2.336046,Paris,Galerie Maine Durieu,,,,,,POINT (2.336046 48.855668)
910,"22 Rue Visconti, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251074,251074,48.855864,2.335012,Paris,François Laffanour,,,,,,POINT (2.335012 48.855864)
911,"35 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251075,251075,48.855739,2.336764,Paris,Petite Galerie La,,,,,,POINT (2.336764 48.855739)
912,"28 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251076,251076,48.85617,2.337318,Paris,Connoisseur's Gallery,,,,,,POINT (2.337318 48.85617)
913,"37 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251077,251077,48.855685,2.336767,Paris,Galerie d'Art Castiglione,,,,,,POINT (2.336767 48.855685)
914,"26 Rue de Seine, Paris 06, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251078,251078,48.85571,2.336653,Paris,Andre Candillier Andre,,,,,,POINT (2.336653 48.85571)
915,"18 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251079,251079,48.856092,2.336699,Paris,Societe Roxane Rodriguez,,,,,,POINT (2.336699 48.856092)
916,"27 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251080,251080,48.856148,2.336685,Paris,JBB Arts et Cultures,,,,,,POINT (2.336685 48.856148)
917,"9 Rue Visconti, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251081,251081,48.855756,2.336013,Paris,Loeuk Ly Sath,,,,,,POINT (2.336013 48.855756)
918,"26 Rue Bonaparte, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251082,251082,48.855760000000004,2.334034,Paris,Vicanto,,,,,,POINT (2.334034 48.85576)
919,"24 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251083,251083,48.855799,2.3366379999999998,Paris,Galerie Uraeus,,,,,,POINT (2.336638 48.855799)
920,"Rue des Saints-Pères, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251084,251084,48.854612,2.330759,Paris,Square Taras-Chevtchenko,,,,,,POINT (2.330759 48.854612)
921,"15 Rue Saint-Benoît, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251085,251085,48.8545,2.3329459999999997,Paris,Galerie Catherine Houard,,,,,,POINT (2.332946 48.8545)
922,"36 Rue des Saints-Pères, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251086,251086,48.855057,2.33065,Paris,Galerie d'Art Martine Namy Caulier,,,,,,POINT (2.33065 48.855057)
923,"41 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251088,251088,48.855457,2.336792,Paris,Galerie Vallois,,,,,,POINT (2.336792 48.855457)
924,"51 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251090,251090,48.854934,2.337025,Paris,Seine 51,,,,,,POINT (2.337025 48.854934)
925,"36 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251091,251091,48.855284,2.336717,Paris,Galerie Georges-Philippe Vallois,,,,,,POINT (2.336717 48.855284)
926,"38 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251093,251093,48.855158,2.336732,Paris,Galerie Protée,,,,,,POINT (2.336732 48.855158)
927,"55 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251094,251094,48.854661,2.336908,Paris,Galerie de l'Europe,,,,,,POINT (2.336908 48.854661)
928,"6 Rue de l'Echaudé, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251095,251095,48.854878,2.336686,Paris,Le coin des arts,,,,,,POINT (2.336686 48.854878)
929,"8 Rue Jacob, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251096,251096,48.854789,2.336139,Paris,Galerie Furstenberg,,,,,,POINT (2.336139 48.854789)
930,"00065 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251097,251097,48.854382,2.336949,Paris,Galerie Arcturus,,,,,,POINT (2.336949 48.854382)
931,"53 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251098,251098,48.85476,2.336896,Paris,Galerie Jeanne Bucher,,,,,,POINT (2.336896 48.85476)
932,"15 Rue Echaudé, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251100,251100,48.854209,2.336285,Paris,Arsene Bonafous-Murat SARL,,,,,,POINT (2.336285 48.854209)
933,"38 Rue de la Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251101,251101,48.855172,2.336739,Paris,la Galerie Hélène Bailly,,,,,,POINT (2.336739 48.855172)
934,"40 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251102,251102,48.85506,2.336733,Paris,Jacob 1,,,,,,POINT (2.336733 48.85506)
935,"46 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251103,251103,48.854721,2.336774,Paris,Galerie Italienne,,,,,,POINT (2.336774 48.854721)
936,"34 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251104,251104,48.855388,2.336705,Paris,Seroussi Nathalie,,,,,,POINT (2.336705 48.855388)
937,"5 Rue Jacques Callot, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251105,251105,48.855353,2.33711,Paris,Galerie Sellem,,,,,,POINT (2.33711 48.855353)
938,"44 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251106,251106,48.854771,2.336775,Paris,Galerie Grillon,,,,,,POINT (2.336775 48.854771)
939,"12 Rue Echaudé, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251107,251107,48.854483,2.336329,Paris,Galerie Alfa,,,,,,POINT (2.336329 48.854483)
940,"49 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251108,251108,48.855167,2.336832,Paris,Galerie Claudine Legrand,,,,,,POINT (2.336832 48.855167)
941,"32 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251109,251109,48.85544,2.33669,Paris,Galerie Barès,,,,,,POINT (2.33669 48.85544)
942,"10 Rue Jacques Callot, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251110,251110,48.855352,2.33725,Paris,Victoire,,,,,,POINT (2.33725 48.855352)
943,"53 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251111,251111,48.85476,2.336896,Paris,Galerie Arlette Gimaray,,,,,,POINT (2.336896 48.85476)
944,"12 Rue Jacques Callot, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251112,251112,48.855353,2.337093,Paris,Galerie Nicolas Deman,,,,,,POINT (2.337093 48.855353)
945,"67 Rue de Seine, Paris 06, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251113,251113,48.854361,2.336952,Paris,Galerie L ' Amour de l' Art,,,,,,POINT (2.336952 48.854361)
946,"12 Rue Jacob, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251114,251114,48.855008,2.335859,Paris,Galerie 1492,,,,,,POINT (2.335859 48.855008)
947,"53 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251115,251115,48.85476,2.336896,Paris,Galerie 53 Sarl,,,,,,POINT (2.336896 48.85476)
948,"12 Rue Jacob, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251116,251116,48.85487,2.335908,Paris,Ghezelbash David,,,,,,POINT (2.335908 48.85487)
949,"14 Rue de l'Echaudé, Paris 06, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251117,251117,48.854258,2.336219,Paris,Les Ateliers Du Lion Bleu Sylvie,,,,,,POINT (2.336219 48.854258)
950,"25 Rue Bonaparte, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251118,251118,48.855285,2.333923,Paris,Karas,,,,,,POINT (2.333923 48.855285)
951,"23 Rue Jacob, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251119,251119,48.855232,2.334575,Paris,Galerie V.r.g,,,,,,POINT (2.334575 48.855232)
952,"6 Rue Echaudé, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251120,251120,48.854908,2.336685,Paris,M.z.s.,,,,,,POINT (2.336685 48.854908)
953,"42 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251121,251121,48.854941,2.336633,Paris,De Puybaudet Laurent,,,,,,POINT (2.336633 48.854941)
954,"28 Rue Jacob, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251122,251122,48.855312,2.334631,Paris,Boullé Claude,,,,,,POINT (2.334631 48.855312)
955,"1 Rue Saint-Benoît, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251123,251123,48.855582,2.33354,Paris,Galerie Sao,,,,,,POINT (2.33354 48.855582)
956,"38 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251124,251124,48.855158,2.336732,Paris,HBA,,,,,,POINT (2.336732 48.855158)
957,"12 Rue Echaudé, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251125,251125,48.854483,2.336329,Paris,Bruben,,,,,,POINT (2.336329 48.854483)
958,"47 Rue de Seine, Paris 06, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251126,251126,48.85533,2.336857,Paris,Leiboviche Liliane,,,,,,POINT (2.336857 48.85533)
959,"49 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251127,251127,48.855167,2.336832,Paris,Quenin de Lecotais M L,,,,,,POINT (2.336832 48.855167)
960,"40 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251128,251128,48.85506,2.336733,Paris,Avenso,,,,,,POINT (2.336733 48.85506)
961,"36 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251129,251129,48.855284,2.336717,Paris,Galerie Pascal Lansberg,,,,,,POINT (2.336717 48.855284)
962,"20 Rue Dauphine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251132,251132,48.855285,2.339722,Paris,Ban Thaï Spa,,,,,,POINT (2.339722 48.855285)
963,"31 Rue Dauphine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251133,251133,48.854888,2.339541,Paris,Galerie Kreo,,,,,,POINT (2.339541 48.854888)
964,"4 Rue Jacques Callot, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251134,251134,48.855251,2.337823,Paris,Pièce Unique,,,,,,POINT (2.337823 48.855251)
965,"6 Rue Jacques Callot, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251135,251135,48.855351,2.33753,Paris,Galerie Loevenbruck,,,,,,POINT (2.33753 48.855351)
966,"6 Rue Jacques Callot, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251136,251136,48.855351,2.337522,Paris,LOEVENBRUCK,,,,,,POINT (2.337522 48.855351)
967,"66 Rue Saint-André des Arts, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251137,251137,48.853524,2.338923,Paris,Kocreation - Carré Des Artistes,,,,,,POINT (2.338923 48.853524)
968,"21 Rue Guénégaud, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251138,251138,48.855687,2.338625,Paris,Galerie Béatrice Soulié,,,,,,POINT (2.338625 48.855687)
969,"19 Rue Guénégaud, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251139,251139,48.855759,2.338757,Paris,Forêt Verte,,,,,,POINT (2.338757 48.855759)
970,"12 Rue Guénégaud, Paris 06, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251140,251140,48.85557,2.338226,Paris,Gimpel Et Muller Sarl,,,,,,POINT (2.338226 48.85557)
971,"6 Rue du Pont de Lodi, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251141,251141,48.855027,2.340453,Paris,Tch'a,,,,,,POINT (2.340453 48.855027)
972,"73 Rue de Seine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251142,251142,48.854066,2.33705,Paris,Galerie de Buci,,,,,,POINT (2.33705 48.854066)
973,"5 Rue Gît-le-Cœur, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251143,251143,48.854034,2.342983,Paris,Galerie Weiller,,,,,,POINT (2.342983 48.854034)
974,"72 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251144,251144,48.854195,2.337811,Paris,Galerie Frédéric Moison,,,,,,POINT (2.337811 48.854195)
975,"46 Rue Saint-André des Arts, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251145,251145,48.853443,2.340919,Paris,YellowKorner,,,,,,POINT (2.340919 48.853443)
976,"25 Rue Guénégaud, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251146,251146,48.855539,2.338341,Paris,Cat-Berro Galerie Paris,,,,,,POINT (2.338341 48.855539)
977,"54 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251147,251147,48.854876,2.337852,Paris,Espaces 54,,,,,,POINT (2.337852 48.854876)
978,"47 Quai des Grands Augustins, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251148,251148,48.854952,2.341817,Paris,Daniel Maghen Editions,,,,,,POINT (2.341817 48.854952)
979,"29 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251149,251149,48.854754,2.337999,Paris,Galerie Lefor-Openo,,,,,,POINT (2.337999 48.854754)
980,"15 Rue de Savoie, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251150,251150,48.854314,2.341068,Paris,GALERIE ARTECONTE,,,,,,POINT (2.341068 48.854314)
981,"34 Rue Mazarine, Paris 06, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251151,251151,48.855816,2.337446,Paris,Galerie Olivier Castellano,,,,,,POINT (2.337446 48.855816)
982,"74 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251152,251152,48.854091,2.338121,Paris,Galerie Olivier Waltman,,,,,,POINT (2.338121 48.854091)
983,"50 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251153,251153,48.855072,2.337775,Paris,Galerie Lelia Mordoch,,,,,,POINT (2.337775 48.855072)
984,"16 Rue Guénégaud, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251154,251154,48.855493,2.338092,Paris,Incognito Artclub 24h/24,,,,,,POINT (2.338092 48.855493)
985,"19 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251155,251155,48.855148,2.337849,Paris,Galerie Alain le Gaillard,,,,,,POINT (2.337849 48.855148)
986,"33 Rue Guénégaud, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251157,251157,48.855323,2.337945,Paris,Galerie Daniel Besseiche,,,,,,POINT (2.337945 48.855323)
987,"57 Quai des Grands Augustins, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251158,251158,48.855816,2.340604,Paris,Selective art,,,,,,POINT (2.340604 48.855816)
988,"19 Rue Guénégaud, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251159,251159,48.855759,2.338757,Paris,Galerie Anne et Just Jaeckin,,,,,,POINT (2.338757 48.855759)
989,"19 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251160,251160,48.855175,2.337894,Paris,Galerie Mazarine,,,,,,POINT (2.337894 48.855175)
990,"17 Rue Guénégaud, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251161,251161,48.855821,2.338865,Paris,Galerie Da-End,,,,,,POINT (2.338865 48.855821)
991,"19 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251162,251162,48.855148,2.337849,Paris,Sci Valluet,,,,,,POINT (2.337849 48.855148)
992,"62 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251163,251163,48.854621,2.337934,Paris,le Jane Club,,,,,,POINT (2.337934 48.854621)
993,"27 Rue Guénégaud, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251164,251164,48.85547,2.338227,Paris,Galerie Arnoux,,,,,,POINT (2.338227 48.85547)
994,"47 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251165,251165,48.853966,2.338338,Paris,Galerie Treger,,,,,,POINT (2.338338 48.853966)
995,"9 Rue Christine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251166,251166,48.854562,2.33961,Paris,Janos,,,,,,POINT (2.33961 48.854562)
996,"36 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251167,251167,48.855763,2.337494,Paris,Jacques Barrère SA,,,,,,POINT (2.337494 48.855763)
997,"24 Rue Dauphine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251168,251168,48.855007,2.339427,Paris,ART CADRE,,,,,,POINT (2.339427 48.855007)
998,"41 Rue Dauphine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251169,251169,48.854505,2.339073,Paris,Galerie Class 41,,,,,,POINT (2.339073 48.854505)
999,"64 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251170,251170,48.854517,2.337951,Paris,Galerie Ange Basso,,,,,,POINT (2.337951 48.854517)
1000,"16 Rue Guénégaud, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251171,251171,48.855493,2.338092,Paris,Galerie Couteron,,,,,,POINT (2.338092 48.855493)
1001,"18 Rue Guénégaud, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251172,251172,48.855261,2.337842,Paris,MW Galerie et Associés,,,,,,POINT (2.337842 48.855261)
1002,"16 Rue Dauphine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251173,251173,48.855513,2.339907,Paris,Mff Galerie,,,,,,POINT (2.339907 48.855513)
1003,"54 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251174,251174,48.854893,2.337848,Paris,Vanuxem Olivier,,,,,,POINT (2.337848 48.854893)
1004,"58 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251175,251175,48.854753,2.337876,Paris,Creuzevault Colette,,,,,,POINT (2.337876 48.854753)
1005,"20 Passage Dauphine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251176,251176,48.854732,2.339072,Paris,Kartner Francis,,,,,,POINT (2.339072 48.854732)
1006,"10 Rue de Buci, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251177,251177,48.853866,2.337457,Paris,Sagot Le Garrec,,,,,,POINT (2.337457 48.853866)
1007,"3 Rue Jacques Callot, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251178,251178,48.855351,2.3374449999999998,Paris,Maly Severin Michel,,,,,,POINT (2.337445 48.855351)
1008,"7 Place Saint-Michel, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251179,251179,48.853422,2.344284,Paris,Sodiav,,,,,,POINT (2.344284 48.853422)
1009,"19 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251180,251180,48.855148,2.337849,Paris,Noir d'Ivoire,,,,,,POINT (2.337849 48.855148)
1010,"12 Rue Guénégaud, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251181,251181,48.85557,2.338226,Paris,Délire,,,,,,POINT (2.338226 48.85557)
1011,"35 Rue Guénégaud, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251182,251182,48.855301,2.337906,Paris,G L B,,,,,,POINT (2.337906 48.855301)
1012,"60 Rue Mazarine, Paris, France",attraction,http://tour-pedia.org/api/getPlaceDetails?id=251183,251183,48.854601,2.337922,Paris,Les Trésors de Perse,,,,,,POINT (2.337922 48.854601)
