,poi_dists,attraction_dists,restaurant_dists,longitude,latitude
0,402.2847471172502,49.50657331937763,303.5166274768236,2.31852,48.83349000000001
1,302.49635553715854,90.77359695635752,338.46847153849706,2.35869,48.851000000000006
2,435.5140981771258,158.62906221226783,666.9112318159796,2.35275,48.85758
3,423.5495448905439,159.38357191888673,731.9461942455423,2.34735,48.85899000000001
4,525.2439256640528,104.23094594816273,479.6181543682542,2.37134,48.86227
5,525.6656274654721,58.40800166310984,373.3597046514261,2.31608,48.879
6,423.9669246712429,98.17226906277685,608.4332694640981,2.34005,48.88434
7,249.3683229312791,28.94832197050216,191.8741157393663,2.36828,48.82405
8,434.573248015193,66.88012848658327,505.52134470504586,2.37705,48.86578
9,489.45818762004296,61.516684646634424,427.0124805124969,2.37704,48.85909
10,438.4640529443955,93.27019847074156,618.4283516929361,2.34158,48.88315
11,285.83563721142474,31.70961216166593,142.97535776884786,2.36323,48.83616
12,384.68197158075793,123.07061143020077,411.7897306876896,2.3628400000000003,48.85339000000001
13,420.11759942301,197.3398465243624,641.1490521004513,2.34171,48.85324
14,414.394116051303,61.97215685089098,480.80588211642686,2.3715200000000003,48.87033
15,421.78513081401,62.02759621952524,448.294534395859,2.36206,48.87217
16,385.5158573427042,60.65152065783761,427.02585885371417,2.34584,48.89001
17,522.339203212015,87.03673231928255,620.2190869273319,2.33283,48.88308
18,495.5936671493145,50.43920287227002,337.7775389931025,2.35297,48.83872
19,218.6652501238582,41.73559851926089,167.7923959355695,2.31423,48.8585
20,468.6639803788925,49.269032694339714,318.4695246986419,2.35463,48.83901
21,417.98950211053864,34.92395700453978,202.9275081918612,2.40067,48.84
22,369.27526476646415,33.55872016103703,301.15473152691396,2.33584,48.8938
23,480.3952225908612,47.96600435357242,309.0073705147823,2.35446,48.83802
24,245.07952506148646,34.53470124333799,299.94291383943687,2.35483,48.88691
25,460.72065927177437,142.03885427913175,780.0653880664248,2.35033,48.86631
26,463.7813613775232,143.53131924738017,835.6159279193595,2.34807,48.86524
27,399.8195997875296,86.57240193070965,480.42671941900767,2.32298,48.871
28,375.3286891959604,113.37125248818542,574.9024769278861,2.35073,48.85347
29,469.3826771248504,91.54153793351726,603.9195035161653,2.33439,48.88451
30,204.86651658253464,21.218578677911207,116.30349126259146,2.40702,48.86842
31,265.507952234226,32.482654097974404,155.39069605528934,2.29097,48.85339000000001
32,140.5261552875811,13.156841809140706,123.09830398995413,2.32254,48.89713
33,322.6502103158586,42.88343480149538,245.724522223695,2.38511,48.87426
34,257.05675960473496,30.860949838498787,151.24626533330058,2.4038,48.8629
35,525.7196659118923,150.7590552200826,473.5373748308722,2.36755,48.85996
36,260.70459239750016,34.467068749419866,173.06354682213433,2.40457,48.85552
37,297.50636241948763,40.86839606171388,210.16251420701428,2.30969,48.85613
38,227.4959684418686,29.612264964596747,244.32242625685174,2.35516,48.89119
39,443.21718842529776,59.954019656809216,387.8488968663446,2.32201,48.83892
40,408.1446732985698,42.30574584987643,255.45474027436885,2.35672,48.82927
41,412.0172163582554,75.91020397317658,450.6104639393496,2.37373,48.84995
42,409.88789151151,46.54905423382427,280.29642910787067,2.35682,48.83977
43,414.4217042880913,163.51992634284863,325.35739558370085,2.32885,48.85486
44,405.7848416317283,48.96471123128969,372.96405113626093,2.33447,48.8912
45,389.3865134901096,79.71293573154819,422.98732975336077,2.37111,48.85043
46,411.9681582821242,82.92312015055613,245.5919423985413,2.3244,48.85387
47,229.443500184086,23.952790557527024,111.70853541482208,2.39408,48.88047
48,303.7764750464355,27.253710788248238,204.58347944226827,2.28245,48.84106
49,461.2702049839655,52.95159287536208,316.4445006037267,2.39022,48.8493
50,336.6772083959807,99.27952534140495,446.28905220069123,2.35504,48.85172
51,352.8758027411268,66.53800069388407,436.2935160641816,2.34695,48.88745
52,496.6428015054969,67.6532132484556,451.6947876778872,2.37771,48.85672
53,397.2826920167305,126.2776421329643,422.28480785853,2.36336,48.85362
54,451.1514795496724,176.55092108688441,628.5432639705932,2.35545,48.85768
55,525.2370910985313,175.02266677010704,500.7793376104708,2.3652900000000003,48.86091
56,549.4374467517326,86.59593601280973,749.3353186080162,2.33966,48.8783
57,277.77771720364854,28.645545834630376,198.70468347732051,2.37544,48.88868
58,461.98590980018076,55.559415248257636,456.5113328439634,2.3260400000000003,48.88747
59,463.2666672451384,75.49485448407964,490.8372375183404,2.3671900000000003,48.86965
60,383.46666680014715,82.43239444376277,521.9179752061578,2.34445,48.88487
61,362.4160263006473,120.50547686159064,409.3004445116115,2.35978,48.85329
62,433.4346070368818,146.83778721514474,466.232159880763,2.36297,48.85494
63,442.92904283594453,80.96887022998166,559.4240826498535,2.35622,48.87095
64,169.13081857843275,22.376970489120325,185.46305991193032,2.3601,48.89078
65,230.05161605726468,25.49196771441947,105.14990566574363,2.25845,48.84299
66,307.87219665468916,95.97991031430719,566.4896142439211,2.33244,48.86563
67,378.53556905052017,119.18268025486424,404.1735623313319,2.36302,48.85316
68,441.82440633419463,131.6150307418025,415.34139883516684,2.30966,48.87204000000001
69,474.5918626431759,191.6578222009256,583.8357137425037,2.3586400000000003,48.85793
70,296.601559170046,37.002736120314175,280.33202144566707,2.37161,48.87851
71,426.9243935799532,49.45511287701044,376.6526743681686,2.38141,48.85959
72,291.34693875611526,42.36602766969598,332.4003649744153,2.3518,48.88929
73,324.07667710173166,37.20855799806096,187.0031546780053,2.40076,48.83631
74,515.0228494927768,160.00051145911831,479.9156782174052,2.36659,48.8588
75,182.15121374796828,24.015435504332533,200.26525760677356,2.35902,48.89057
76,520.1358811699034,82.61414947433087,681.4081673654155,2.34331,48.87937
77,390.20569042977934,130.510364384432,386.68632500803136,2.31421,48.87204000000001
78,486.55537543624524,194.67066714006523,559.1893542323886,2.36028,48.85816
79,316.0022500785207,38.672111927135056,235.28833069965862,2.38382,48.87516
80,465.3172141354385,36.96058381416812,251.83737199080483,2.30442,48.8397
81,560.7116786521818,57.83961832436703,289.78410452766565,2.29138,48.87082
82,491.5696741816659,48.22121220916605,253.786458103388,2.33063,48.83329000000001
83,153.4923331500417,26.03051001458223,114.4389816625156,2.3841900000000003,48.89368
84,326.5198031587172,56.0385054466781,395.2527335735901,2.34924,48.88741
85,352.87222363357154,46.180084614018774,387.57771846547683,2.36314,48.87477
86,285.3261544505886,28.80646641090241,194.00691764759966,2.3795900000000003,48.88935
87,646.9647741600315,62.565464249905475,401.91561604385856,2.29362,48.87676
88,211.7114883736103,20.337189909159786,188.9069552430726,2.3231,48.89523
89,649.4515637175157,64.50397717446103,401.91144346790435,2.29428,48.8763
90,461.5435116766222,42.367562713052656,280.9233027982429,2.2979700000000003,48.84809
91,388.97807994550766,104.20111035232998,567.5331574847172,2.34951,48.85082
92,491.47393948300726,39.01985148293828,268.6972033409847,2.30353,48.84058
93,352.926897207772,82.86967404147308,446.91525508796417,2.35281,48.8482
94,434.85544541972513,71.02679409371547,540.0282917214599,2.35649,48.87188
95,384.32115237038215,124.99089292010893,725.0790104948717,2.34118,48.86347
96,489.05155687997114,191.9764907937888,727.9803548624152,2.35387,48.8603
97,208.8079049730289,21.36920544895652,110.7684702469228,2.39385,48.88188
98,402.2470348524857,39.18621446069586,196.11180694181925,2.31935,48.85116
99,441.39107271929095,74.88603016358876,474.26925623610316,2.37816,48.84967
100,419.37401750385857,121.9858575777496,792.4802630819053,2.34309,48.86411
101,520.5256144125925,187.98990189214953,513.1378249854741,2.36421,48.86058
102,480.3722891559297,171.58155805526854,499.31413921707565,2.36331,48.85701
103,312.7098700567255,34.2577991433075,187.2585843267113,2.40142,48.86895
104,486.29355691647214,57.945467265833216,476.4705838656562,2.32538,48.88658
105,553.1409246063607,88.47908534574553,678.9252774694414,2.33446,48.88116
106,450.1792174273857,175.0760036950738,571.5144724538185,2.3577,48.85689
107,493.72053203566077,45.78259802860651,342.6714798639321,2.34695,48.83926
108,205.79073661880278,32.34987966152801,271.72462567065116,2.36017,48.88502
109,330.31180840430414,35.09167391602785,221.7479621038044,2.29093,48.8505
110,367.93247084180337,215.44812622584203,359.0818846232644,2.33172,48.85596
111,440.93449345220995,99.81179872688914,624.5967795973721,2.33831,48.88414
112,479.55954776015403,159.96585498962415,483.79463467102937,2.36502,48.85659
113,352.2193516891909,176.39321392527725,628.5802196143337,2.34198,48.86015
114,460.28429699434935,79.39117276374516,490.8416532183713,2.3611,48.87039
115,442.538057404112,94.55288326996359,600.584475149018,2.33574,48.88495
