,id,room_type,price,calculated_host_listings_count,latitude,longitude,host_response_time,host_response_rate,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,cleaning_fee,cancellation_policy,Wifi,Heating,Kitchen,Essentials,Washer,Smoke detector,Hangers,Hair dryer,TV,Iron,Shampoo,Laptop friendly workspace,Hot water,Elevator,Family/kid friendly,Internet,Dryer,Refrigerator,Bed linens,Dishes and silverware,Cable TV,Cooking basics,Coffee maker,label
5445,3189793,0,90,1,48.86376,2.3805,3,100,1,4,1,2,4,4,50,3,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
5446,3189978,0,130,1,48.84747,2.27417,1,100,1,5,2,3,3,4,40,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
5452,3192775,0,200,2,48.88917,2.34527,2,92,16,6,3,3,3,4,50,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0
5454,3194908,0,75,1,48.85425,2.3975,3,100,1,2,1,1,1,4,20,3,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
5456,3195179,1,50,1,48.8558,2.37507,3,100,2,2,1,1,1,3,20,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
5458,3196122,0,80,1,48.88263,2.31486,3,100,1,4,1,1,2,4,20,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
5460,3196916,0,70,1,48.86788,2.3933,1,92,1,3,1,1,1,4,50,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5461,3197510,0,65,1,48.85033,2.40349,1,80,1,2,1,1,1,4,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0
5463,3198789,1,59,3,48.88634,2.32118,1,83,1,1,1,1,2,4,20,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5464,3199147,0,111,1,48.89134,2.317,3,100,6,2,1,1,1,4,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0
5470,3202336,0,95,1,48.85734,2.38026,1,80,1,4,1,1,2,4,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
5471,3203277,0,90,2,48.87085,2.2947,1,82,1,3,1,1,1,4,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
5477,3204858,0,130,1,48.85482,2.36236,3,100,1,4,1,0,1,4,35,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
5479,3205365,0,130,1,48.87095,2.3494,3,100,16,4,1,2,2,4,60,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
5485,3206897,0,120,1,48.86795,2.37409,3,100,1,5,1,2,3,4,28,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
5487,3206934,0,50,1,48.8878,2.34315,1,100,1,4,1,0,2,4,50,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
5488,3207046,0,65,1,48.88383,2.3262,1,100,6,2,1,1,1,4,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
5490,3207462,0,75,1,48.86434,2.30938,2,90,1,2,1,0,1,4,10,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
5492,3208312,0,270,1,48.85598,2.27294,3,100,13,7,2,4,4,4,150,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2
5495,3211495,0,100,1,48.85653,2.40809,1,75,1,3,1,2,2,4,50,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5496,3211567,0,98,1,48.88738,2.34571,2,100,1,3,1,1,3,4,134,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5500,3214464,0,72,1,48.86304,2.37788,2,100,1,2,1,1,1,4,10,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0
5501,3215245,0,310,1,48.86324,2.34637,1,100,1,7,2,3,4,4,140,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2
5503,3215428,1,115,1,48.88557,2.34884,3,100,2,2,1,1,1,4,20,3,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5507,3216936,0,250,1,48.88328,2.36682,1,100,1,4,1,1,1,4,40,3,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2
5509,3218133,0,150,1,48.89527,2.32314,1,70,16,3,1,2,1,4,30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
5510,3219106,1,40,1,48.85984,2.38002,1,100,1,2,1,1,1,4,10,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
5512,3220861,0,160,1,48.85085,2.31909,3,90,16,8,1,2,0,4,60,3,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
5514,3221381,0,60,1,48.85005,2.39884,2,80,1,4,1,1,3,4,30,3,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5517,3222038,0,160,1,48.87134,2.37363,2,100,1,4,1,3,2,4,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0
5523,3223843,0,150,2,48.86622,2.28228,3,100,1,4,0,0,2,4,50,3,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0
5525,3224832,0,72,1,48.87089,2.39324,1,50,1,2,1,1,1,4,50,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
5528,3226828,0,150,1,48.86199,2.37822,1,100,1,4,1,2,2,4,40,3,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5531,3228589,0,120,1,48.82823,2.31417,1,80,1,4,1,2,0,4,30,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0
5535,3230391,0,85,2,48.85878,2.34975,1,75,1,4,1,2,2,4,20,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
5538,3234140,0,68,1,48.89595,2.32225,3,100,1,2,1,1,1,4,25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
5539,3234990,0,75,1,48.87954,2.39179,1,100,16,4,1,1,2,4,40,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
5541,3235710,0,90,1,48.85302,2.33502,3,100,1,2,1,0,1,3,35,3,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0
5544,3236115,1,65,1,48.88041,2.33675,3,100,1,2,1,1,2,4,50,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5546,3236583,0,105,1,48.86661,2.36314,2,100,1,2,1,1,1,4,25,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
5549,3238259,0,57,1,48.86672,2.35263,2,100,1,2,1,0,1,4,30,3,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5552,3239136,0,105,3,48.85885,2.38263,2,100,1,4,0,2,2,4,45,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0
5556,3243237,0,147,1,48.87861,2.34301,3,100,1,6,1,3,1,4,65,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0
5564,3245919,0,70,1,48.88345,2.33971,0,0,1,4,1,1,2,3,15,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5565,3246643,1,79,4,48.86214,2.35186,3,100,1,3,1,1,0,4,30,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
5570,3251443,0,109,1,48.85581,2.33602,3,100,1,4,1,1,4,4,30,3,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
5572,3252168,0,85,1,48.88397,2.33425,1,100,6,2,1,1,1,4,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0
5573,3252171,0,150,1,48.84597,2.38126,2,90,1,6,1,2,3,4,60,3,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
5574,3252324,0,180,1,48.85624,2.39346,2,100,1,5,1,4,4,4,50,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
5575,3252621,0,140,1,48.87027,2.3302,3,100,1,2,1,1,1,4,30,3,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
5576,3252935,0,230,179,48.86162,2.35115,1,85,1,4,1,2,3,4,90,3,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
5577,3253560,0,190,1,48.85009,2.38671,3,100,1,5,1,3,3,4,49,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
5578,3254324,0,51,1,48.85691,2.36013,2,100,1,2,1,1,1,3,25,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
5580,3254918,0,210,1,48.86983,2.37028,2,100,1,4,1,2,3,4,70,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2
5581,3255116,0,525,1,48.85681,2.31865,1,90,1,4,2,2,3,4,100,3,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,2
5584,3257890,0,55,1,48.8825,2.33494,2,100,1,2,1,0,1,2,23,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
5590,3260798,1,35,1,48.86907,2.38383,2,100,1,1,1,1,1,4,5,3,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
5594,3261736,0,72,1,48.8582,2.34932,1,100,1,2,1,0,1,3,25,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
5597,3263249,0,70,1,48.89813,2.34552,1,100,1,4,1,1,2,4,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
5598,3263516,0,85,3,48.84701,2.34792,3,82,1,3,1,0,2,4,80,3,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
5601,3266751,0,85,1,48.85477,2.38905,2,100,1,2,1,1,0,4,40,3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
5605,3267789,0,105,1,48.88261,2.34651,2,100,1,4,1,1,1,4,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
5607,3268255,0,75,1,48.89113,2.35385,2,83,1,2,1,1,2,2,45,3,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5609,3269034,0,290,1,48.87341,2.30463,3,100,16,4,2,2,3,4,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,2
5612,3270283,0,73,1,48.86877,2.38925,0,33,1,4,1,1,2,4,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5614,3270851,0,120,1,48.85592,2.36218,0,10,1,2,1.5,1,2,4,36,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
5616,3271250,0,70,1,48.85158,2.27457,2,100,1,2,1,0,1,4,20,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
5617,3271471,0,65,1,48.87735,2.38409,0,23,1,2,1,0,1,4,15,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
5618,3271593,0,49,1,48.87106,2.34119,2,84,1,2,1,0,0,3,15,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5619,3274124,0,725,2,48.85213,2.3374,1,67,1,6,3.5,3,3,4,100,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,2
5621,3274517,0,85,1,48.87092,2.39532,2,100,1,4,1,1,2,4,40,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0
5625,3275982,0,49,1,48.82372,2.36375,1,86,1,2,1,1,1,4,20,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0
5628,3276586,0,149,1,48.88524,2.31034,3,100,1,6,1,2,5,4,89,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
5631,3277635,0,210,1,48.86799,2.33655,1,67,1,4,2,2,3,4,40,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0
5633,3277970,0,80,1,48.85801,2.34575,1,88,1,2,1,0,1,4,40,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5638,3279427,0,140,1,48.85026,2.27156,3,100,1,6,2,2,4,4,100,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0
5640,3279507,0,110,1,48.84814,2.40019,3,100,16,4,1,1,1,4,60,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
5642,3280931,0,140,1,48.86715,2.35456,3,100,1,4,1,1,4,4,30,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
5643,3285161,0,45,4,48.87734,2.33573,3,100,1,1,1,0,0,3,25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5644,3285482,0,95,2,48.86554,2.37285,3,100,1,4,1,1,1,4,40,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
5645,3285895,0,100,1,48.83828,2.29346,1,100,1,4,1,1,2,4,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
5646,3285908,0,420,1,48.85873,2.36135,1,100,1,4,2,2,3,4,150,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,2
5647,3286144,0,59,1,48.87026,2.40602,3,100,1,3,1,1,2,4,25,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
5648,3286191,0,269,2,48.88476,2.34646,2,100,16,4,1.5,2,2,4,50,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,2
5654,3288678,0,114,1,48.85592,2.36267,3,89,1,2,1,1,1,4,58,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0
5655,3288701,0,169,1,48.87301,2.35383,1,100,1,6,2,3,3,4,20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0
5657,3288986,0,110,1,48.85526,2.33532,0,40,1,3,1,2,2,4,35,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
5658,3289756,0,250,1,48.87629,2.38621,1,60,16,8,2,4,4,4,60,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,2
5668,3292792,0,50,1,48.88603,2.3245,3,100,1,2,1,0,1,4,20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
5679,3297342,0,55,1,48.88629,2.32034,3,100,1,2,1,1,1,4,20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
5680,3297371,0,90,1,48.83933,2.26301,1,90,1,4,1,2,2,4,55,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
5681,3297566,1,44,1,48.83219,2.30696,3,100,1,2,1,1,1,4,22,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0
5684,3298297,0,70,3,48.85744,2.35933,3,100,1,2,1,0,2,4,30,3,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5686,3299587,0,100,1,48.85063,2.34043,2,100,1,2,1,1,1,4,40,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0
5687,3299735,0,191,1,48.85532,2.33588,1,50,1,6,1,2,2,4,60,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0
5688,3300059,0,179,1,48.89006,2.33806,1,86,1,6,1,3,4,4,60,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0
5691,3301043,0,54,1,48.87898,2.26795,3,100,1,2,1,0,1,3,68,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
5692,3301348,0,169,1,48.88797,2.33477,3,100,1,5,2,2,3,4,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
5694,3301997,0,170,1,48.84939,2.28098,1,100,1,4,1,2,4,4,60,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0
5696,3304197,0,52,1,48.86929,2.39593,3,100,1,4,1,1,2,4,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0
5698,3304443,0,130,2,48.86221,2.34346,2,90,1,2,1,1,1,4,50,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0
5700,3305499,0,499,37,48.85537,2.30096,3,95,1,6,2,2,4,4,85,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,2
5702,3305745,0,95,1,48.86977,2.3707,2,100,1,4,1,1,2,4,35,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0
5708,3307281,0,55,1,48.89216,2.36581,2,75,1,2,1,1,1,4,35,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5710,3310170,0,145,1,48.8802,2.33441,1,50,1,4,1,2,2,4,25,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
5712,3310335,0,65,1,48.83367,2.32987,2,100,1,2,1,1,1,1,20,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0
5713,3312907,0,499,1,48.85485,2.39101,2,100,13,9,3.5,5,7,4,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,2
5718,3315988,1,40,1,48.85174,2.36382,3,100,10,1,0.5,1,1,4,15,3,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0
5722,3317268,0,110,1,48.86955,2.38894,1,100,1,6,1,2,3,4,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
5724,3317737,0,74,1,48.87774,2.33647,3,100,1,2,1,1,2,4,38,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
5726,3317826,0,140,1,48.883,2.34751,2,90,1,6,1,3,6,4,60,3,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0
5727,3319999,1,26,1,48.89002,2.35916,1,67,1,2,3.5,1,1,4,10,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
5730,3320698,1,60,2,48.89076,2.33078,2,100,1,2,1,1,1,4,25,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
5731,3320728,0,64,1,48.86861,2.36628,2,100,1,4,1,1,1,4,50,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0
5735,3322420,0,50,1,48.87841,2.36571,2,89,1,3,1,0,1,4,15,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0
5736,3322517,0,80,1,48.87846,2.38478,1,60,1,2,1,1,1,4,15,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5746,3328969,0,105,1,48.88589,2.29726,2,100,1,2,1,0,1,4,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0
5751,3332221,0,400,1,48.84338,2.33568,2,91,1,6,2,3,5,4,150,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2
5752,3332449,0,110,1,48.84938,2.32576,3,100,1,2,1,1,1,4,65,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0
5753,3332559,1,69,1,48.85482,2.35972,3,100,1,2,1,1,1,4,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
5754,3332961,0,65,1,48.87443,2.40191,0,0,1,4,1,2,3,4,20,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
5755,3333333,0,520,1,48.85832,2.26261,3,100,1,6,2,3,3,4,150,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,2
5756,3333412,0,50,1,48.89599,2.35091,1,100,1,2,1,1,1,4,50,3,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
5758,3335021,0,39,2,48.86954,2.39148,2,75,1,4,1,1,2,4,60,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0
5760,3335366,0,200,1,48.84945,2.34868,2,100,1,4,1.5,1,2,4,60,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
5763,3336350,0,59,1,48.85593,2.36572,2,100,1,2,1,1,1,4,0,3,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
5768,3337937,0,150,1,48.83898,2.32665,3,100,16,2,1,1,0,4,30,3,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5771,3339046,0,89,1,48.86559,2.35171,3,100,1,4,1,2,3,4,50,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0
5775,3341806,0,70,2,48.8637,2.3723,2,100,1,2,1,1,1,4,25,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
5776,3342152,0,140,1,48.88399,2.34348,3,100,1,4,1,1,2,4,40,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0
5778,3343448,0,270,1,48.86447,2.34841,1,90,1,4,1,2,2,4,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,2
5781,3346571,0,120,2,48.84795,2.29495,1,95,1,5,1,2,3,4,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0
5782,3346777,0,250,1,48.86359,2.3681,2,100,1,6,1,3,3,4,50,3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
5786,3348065,0,35,1,48.87055,2.37246,2,100,1,1,1,1,1,4,30,3,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
5789,3348522,0,180,1,48.87679,2.34516,3,100,1,5,2,3,3,4,40,3,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0
5792,3349708,0,100,1,48.82531,2.34064,1,63,1,6,1,2,3,4,30,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
5795,3350949,0,75,4,48.82032,2.36933,3,100,1,5,1,1,3,4,50,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0
5796,3351499,0,50,1,48.87524,2.37995,3,100,1,2,1,0,1,4,50,3,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
5797,3351901,0,50,1,48.87141,2.38794,3,100,1,4,1,1,2,4,15,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0
5801,3353321,0,160,1,48.87099,2.35942,3,100,1,4,1,1,2,4,30,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
5803,3355541,0,250,2,48.8689,2.36028,2,92,1,4,1,2,2,4,50,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2
5804,3356459,0,180,1,48.86279,2.36033,2,100,1,4,1,2,1,4,40,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5811,3359107,0,79,17,48.88566,2.34201,3,98,1,4,1,0,2,4,15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
5815,3360916,1,80,1,48.86765,2.37467,3,100,9,2,1,1,1,4,25,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
5819,3361958,0,65,1,48.88966,2.32227,1,100,6,4,1,1,2,4,60,3,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0
5820,3362511,0,58,1,48.85796,2.40014,3,100,1,3,1,1,1,4,20,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
5821,3364773,0,85,1,48.84564,2.28842,3,90,1,4,1.5,1,2,4,35,3,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0
5834,3368968,0,102,1,48.88776,2.33817,2,100,1,2,1,1,1,4,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
5836,3369673,0,150,1,48.87658,2.29735,3,100,16,3,1.5,1,2,4,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
5838,3371003,0,75,1,48.86668,2.37606,3,100,1,3,1,0,2,4,50,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
5839,3371318,0,195,1,48.86759,2.3533,1,86,16,6,1.5,3,6,4,50,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
