,id,room_type,price,calculated_host_listings_count,latitude,longitude,host_response_time,host_response_rate,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,cleaning_fee,cancellation_policy,Wifi,Heating,Kitchen,Essentials,Washer,Smoke detector,Hangers,Hair dryer,TV,Iron,Shampoo,Laptop friendly workspace,Hot water,Elevator,Family/kid friendly,Internet,Dryer,Refrigerator,Bed linens,Dishes and silverware,Cable TV,Cooking basics,Coffee maker,label
39562,23515426,1,125,5,48.83526,2.32899,3,100,4,2,1,1,1,4,10,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
39565,23515806,1,100,5,48.83469,2.32983,3,100,4,1,1,1,1,4,10,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
39566,23515815,0,70,1,48.86353,2.37525,3,100,16,2,1,0,1,4,20,3,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0
39567,23516150,1,140,5,48.83407,2.32903,3,100,4,2,1,1,1,4,10,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
39568,23516500,0,90,1,48.86968,2.36606,3,100,1,2,1,1,1,4,20,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
39570,23517101,1,95,1,48.82288,2.33152,3,100,4,2,1,1,1,4,10,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
39571,23517433,0,130,1,48.86515,2.35251,1,70,1,4,1,1,2,4,35,3,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
39572,23517478,1,230,3,48.88171,2.33592,3,100,4,2,1,1,1,4,10,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,2
39575,23519132,0,200,24,48.87413,2.30998,3,100,19,4,1,1,1,4,90,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2
39576,23519334,0,85,1,48.88723,2.35121,1,50,1,4,1,1,2,4,40,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
39580,23522192,0,70,1,48.88984,2.34614,1,100,1,2,1,1,1,4,20,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39582,23523057,0,150,2,48.83603,2.33005,1,63,1,6,1,3,3,4,75,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
39585,23531813,0,158,20,48.83724,2.28556,3,98,1,2,1,0,1,4,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39586,23532029,0,120,5,48.86784,2.348,3,95,1,5,1,1,5,4,40,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
39588,23532115,0,130,2,48.8373,2.32183,2,100,1,4,2.5,2,2,4,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0
39590,23532381,1,35,3,48.8927,2.38017,3,100,1,3,1,1,2,4,5,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0
39591,23532642,0,110,1,48.87661,2.38166,3,100,1,4,1,2,3,4,40,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
39592,23532683,1,675,282,48.85245,2.32224,3,98,1,6,2,3,5,4,150,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1
39594,23532976,0,90,1,48.88232,2.32637,3,100,1,2,1,1,1,4,30,3,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
39595,23533919,0,207,153,48.85229,2.33687,3,99,1,3,1,2,2,4,150,3,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1
39596,23534580,0,40,1,48.89252,2.3507,0,47,1,2,1,0,1,4,10,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
39597,23534948,0,80,1,48.86977,2.28724,3,100,1,4,1,1,2,4,65,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
39599,23536427,0,79,1,48.83808,2.34947,1,100,1,2,1,0,2,4,30,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
39600,23536924,0,300,41,48.8776,2.33521,3,100,1,10,2,4,5,4,100,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2
39601,23537978,0,96,1,48.85758,2.35312,2,100,1,2,1,1,2,4,30,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0
39602,23538040,0,95,79,48.87513,2.34461,1,65,1,3,1,1,1,4,60,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
39603,23540314,0,203,16,48.85915,2.3484,2,90,19,4,1.5,1,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0
39604,23541139,0,120,1,48.86554,2.35283,3,100,1,4,1,1,2,4,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
39605,23541679,0,40,1,48.88986,2.36145,3,100,1,2,1,1,1,4,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0
39606,23542494,0,70,1,48.85202,2.36925,3,100,1,2,1,1,1,4,15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
39608,23545357,1,70,11,48.87435,2.34197,3,100,12,2,1,1,1,4,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
39610,23545461,1,69,11,48.8754,2.34238,3,100,12,1,1,1,1,4,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
39611,23551278,0,150,1,48.86215,2.35016,2,100,1,4,1,2,1,4,65,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0
39612,23551584,1,40,3,48.89277,2.38198,3,100,1,2,1,0,0,4,5,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0
39614,23552473,0,48,1,48.86903,2.34912,3,100,1,4,1,0,2,4,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
39618,23553143,0,50,1,48.89152,2.33513,1,100,6,2,1,0,1,4,10,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39619,23554444,0,65,1,48.86509,2.34789,3,100,1,2,1,0,0,4,15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0
39621,23555764,1,100,1,48.84895,2.39783,3,100,4,2,1,1,1,4,10,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
39623,23556085,1,65,1,48.88651,2.31391,3,100,4,2,1,1,1,4,10,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
39624,23556306,0,60,1,48.83627,2.30936,1,100,1,2,1,0,1,4,35,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
39625,23556525,0,86,1,48.8618,2.36481,1,100,1,2,1,0,1,4,50,3,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0
39626,23556791,0,100,1,48.89087,2.34963,2,100,1,4,1,2,4,4,50,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
39627,23557064,0,80,30,48.85543,2.36792,1,99,1,4,1,1,2,4,30,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
39629,23558111,0,85,1,48.88774,2.29716,3,100,1,3,1,1,2,4,170,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
39631,23559265,0,80,1,48.87543,2.33569,2,100,1,3,1,1,1,4,40,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
39632,23559438,0,85,2,48.85859,2.36398,3,90,1,2,1,0,1,4,40,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39633,23559606,0,125,1,48.84395,2.32896,3,100,1,2,1,1,1,4,30,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0
39634,23560379,0,84,1,48.87216,2.38226,2,90,1,3,1,1,2,4,55,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0
39635,23561034,0,99,2,48.8436,2.27735,2,100,1,4,1,1,2,4,30,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
39637,23561317,0,60,1,48.87959,2.34025,2,100,1,2,1,1,1,4,10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
39640,23563961,0,79,1,48.8906,2.34851,3,100,1,2,1,1,1,4,9,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
39642,23566040,1,300,3,48.88142,2.33591,3,100,4,2,1,1,1,4,10,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2
39645,23569712,0,170,1,48.87047,2.36996,3,100,1,4,2,2,3,4,50,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
39646,23569719,0,70,1,48.85446,2.37073,2,83,16,2,1,0,1,4,30,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0
39649,23570767,0,68,1,48.86443,2.40903,3,100,1,2,1.5,1,1,4,45,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0
39651,23571174,1,25,5,48.89414,2.34975,3,96,12,1,1,1,0,4,20,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
39653,23571407,0,55,1,48.88728,2.35368,2,100,1,4,1,1,1,4,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0
39654,23571603,0,125,13,48.85359,2.37011,3,100,1,4,1.5,2,3,4,60,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0
39656,23573159,0,85,1,48.86452,2.35322,3,100,1,2,1,1,1,4,30,3,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
39658,23575022,1,100,3,48.8859,2.35974,3,89,4,2,1,1,1,4,10,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
39659,23575067,0,60,1,48.89215,2.37274,2,80,1,2,1,1,1,4,30,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0
39660,23575448,1,200,3,48.88684,2.35986,3,89,4,2,1,1,2,4,10,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
39661,23575518,0,115,3,48.85409,2.37648,2,100,18,4,1,1,3,4,50,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39662,23575562,1,250,3,48.88724,2.35776,3,89,4,2,1,1,1,4,10,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,2
39664,23576129,0,95,1,48.86386,2.34513,3,100,1,2,1,0,0,4,25,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0
39666,23576691,0,75,23,48.85355,2.33803,3,91,1,2,1,1,1,4,40,3,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39667,23576790,0,40,1,48.83661,2.34858,2,100,1,2,1,1,1,4,15,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
39670,23579366,0,120,1,48.87205,2.3765,3,100,1,3,1.5,1,2,4,30,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
39671,23582053,0,300,26,48.87044,2.36387,2,98,1,4,1.5,2,3,4,50,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2
39674,23586678,0,100,1,48.87296,2.34248,3,100,1,2,1,1,1,4,50,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39677,23589378,0,200,1,48.86567,2.34666,3,100,1,5,1,2,2,4,65,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
39678,23589843,0,83,11,48.86735,2.35832,3,100,1,2,1,0,1,4,85,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
39679,23590341,0,120,1,48.89111,2.35103,3,100,1,4,1,2,1,4,30,3,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
39680,23590749,0,89,1,48.86385,2.388,3,100,1,4,1,1,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0
39681,23592067,0,70,1,48.86508,2.37696,2,100,1,4,1,0,2,4,15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
39683,23592350,0,70,1,48.84141,2.30504,3,100,1,4,1,1,2,4,45,3,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0
39685,23593144,0,120,5,48.86477,2.34492,3,93,1,5,1,1,1,4,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
39686,23593316,0,90,1,48.88541,2.33643,2,100,1,3,1,1,1,4,30,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
39687,23594695,0,99,1,48.85807,2.35669,3,100,1,2,1,1,2,4,40,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
39688,23594714,0,83,1,48.87613,2.38234,2,100,1,2,1,1,1,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0
39689,23600449,0,50,1,48.87704,2.36991,0,33,1,2,1,1,1,4,25,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
39693,23601756,0,75,1,48.89025,2.34547,3,100,1,2,1,1,1,4,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
39695,23603569,0,129,1,48.86368,2.34849,1,50,1,6,1,3,6,4,40,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
39696,23604317,0,233,3,48.86883,2.35561,3,100,1,6,1,1,3,4,60,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2
39697,23604432,0,200,1,48.84389,2.3248,3,100,1,4,1,1,1,4,50,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0
39698,23604476,0,125,1,48.89355,2.34656,2,100,1,4,2,2,2,4,50,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0
39699,23605018,0,144,25,48.87523,2.35612,3,100,1,10,1,3,5,4,70,5,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
39700,23605282,0,85,1,48.86148,2.27666,3,100,1,2,1,1,1,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0
39701,23605523,0,498,1,48.85285,2.35351,3,100,1,4,1,2,2,4,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,2
39702,23606358,0,41,1,48.83376,2.34385,2,100,1,2,1,1,1,4,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
39705,23606895,0,68,1,48.86474,2.38273,1,60,1,3,1,1,2,4,30,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
39706,23606976,0,80,1,48.87755,2.30303,1,75,1,2,1.5,0,0,4,40,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
39707,23607792,0,50,1,48.8495,2.34816,3,100,1,2,1,0,1,4,10,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39714,23609890,1,90,1,48.82353,2.35645,3,100,1,4,1,2,2,4,5,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0
39716,23612411,0,55,1,48.85,2.39056,2,100,1,2,1,1,1,4,25,3,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
39717,23612538,0,39,1,48.85405,2.39008,2,100,1,2,1,0,0,4,10,3,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
39719,23617365,0,59,1,48.85034,2.29039,3,92,1,2,1,0,1,4,35,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0
39720,23618053,0,80,1,48.86813,2.38187,1,100,1,4,1,1,2,4,20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
39723,23619148,1,26,1,48.81911,2.33218,3,100,1,2,1,1,1,4,29,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
39724,23619263,0,160,1,48.8632,2.36807,3,91,1,4,1,1,3,4,45,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0
39725,23619550,0,120,1,48.86161,2.28497,2,100,1,2,1,1,1,4,40,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
39726,23620417,0,100,1,48.88891,2.32502,3,100,1,2,1,1,1,4,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
39727,23620420,0,75,1,48.88337,2.34456,3,100,1,2,1,1,1,4,40,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39728,23620984,0,69,1,48.87513,2.37895,3,100,1,2,1,0,1,4,24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0
39729,23621126,0,510,31,48.86831,2.28963,3,100,1,4,1,1,2,4,110,4,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2
39733,23623251,0,69,1,48.84094,2.38844,2,100,1,4,1,2,2,4,30,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0
39734,23623350,0,70,2,48.8714,2.39201,1,100,1,2,1,1,1,4,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39735,23623400,0,115,1,48.87727,2.28938,3,100,1,2,1,1,1,4,80,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0
39737,23623560,0,195,1,48.85638,2.37398,2,100,1,4,1,3,4,4,40,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
39739,23624654,1,30,1,48.85796,2.40763,3,100,1,1,1,1,1,4,25,3,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
39741,23624829,0,325,282,48.86372,2.33638,3,98,1,2,1,1,1,4,150,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1
39745,23626366,0,130,1,48.87456,2.36593,2,67,1,4,2,3,3,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
39748,23627479,0,35,1,48.88497,2.37917,2,100,1,2,1,1,1,4,20,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39750,23628310,0,199,1,48.84962,2.31959,2,100,1,4,1,1,1,4,40,3,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0
39758,23636885,0,80,1,48.88572,2.31119,1,78,1,2,1,1,1,4,30,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39759,23636918,0,115,1,48.85742,2.30081,3,100,13,3,1,1,2,4,60,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
39762,23637515,1,40,1,48.88321,2.35023,3,100,1,2,1,1,1,4,5,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0
39763,23637606,0,300,1,48.84706,2.32401,3,100,1,6,2.5,10,3,4,50,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2
39766,23638177,1,35,5,48.89466,2.34809,3,96,4,2,1,1,1,4,20,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
39767,23638417,0,220,1,48.87541,2.28842,1,90,1,4,1.5,2,2,4,30,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2
39768,23638440,0,106,1,48.83645,2.34749,3,100,1,4,1,2,2,4,62,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0
39770,23639565,0,100,1,48.83626,2.39268,1,100,1,4,1,1,2,4,45,3,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
39771,23640032,0,170,1,48.87195,2.34976,1,100,1,4,1.5,1,2,4,50,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39772,23640110,0,129,2,48.86826,2.35223,3,100,1,4,1.5,1,2,4,70,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0
39774,23640778,0,110,1,48.88953,2.3202,3,100,1,5,1,2,3,4,50,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0
39775,23641058,0,100,1,48.84236,2.3863,1,100,1,5,1,3,3,4,20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
39776,23642073,0,45,2,48.88497,2.34175,3,100,1,1,1,0,1,4,0,3,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
39778,23642371,0,255,31,48.87535,2.34369,2,100,1,4,1,1,1,4,75,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,2
39779,23642909,0,105,65,48.87892,2.33738,3,100,1,4,1,1,1,4,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
39781,23643033,0,150,1,48.85388,2.38684,3,100,1,4,1,1,4,4,40,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0
39782,23643072,0,99,1,48.89277,2.37001,3,100,1,4,1,2,2,4,0,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0
39783,23643166,0,50,2,48.89021,2.33169,2,100,1,2,1,1,1,4,5,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0
39784,23643216,0,50,1,48.87163,2.3726,0,20,6,2,1,1,0,4,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0
39785,23643769,0,119,2,48.86969,2.35297,3,100,1,4,1,1,2,4,70,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0
39786,23644250,0,85,1,48.88212,2.32905,1,100,1,2,1,1,1,4,15,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
39789,23654424,0,85,1,48.82228,2.36102,2,100,1,3,1,2,1,4,20,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
39790,23654833,0,55,2,48.8845,2.31895,2,100,1,4,1,0,2,4,15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
39791,23655337,0,150,1,48.84484,2.38857,3,90,1,4,1,2,2,4,60,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0
39792,23655490,0,95,1,48.8861,2.32158,3,100,1,3,1,1,2,4,39,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0
39794,23655591,0,70,1,48.88845,2.34996,3,100,1,2,1,0,1,4,10,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0
39796,23656006,0,140,1,48.83916,2.33838,2,90,1,2,1,1,1,4,19,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
39799,23657825,0,155,1,48.87094,2.37027,2,90,1,4,1.5,2,2,4,75,3,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
39800,23659929,0,270,20,48.84257,2.28234,3,98,1,6,2,2,4,4,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
39801,23660142,0,80,1,48.84811,2.34785,3,100,1,2,1,1,1,4,10,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0
39802,23660261,0,64,29,48.86703,2.35157,3,100,1,5,1,1,2,4,60,5,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
39803,23660624,0,270,20,48.84076,2.28106,3,98,1,6,2,2,4,4,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2
39804,23661466,0,89,1,48.85917,2.36321,1,60,1,2,1,1,1,4,11,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0
39805,23661557,1,199,6,48.84061,2.36224,3,95,4,3,1,1,3,4,19,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
39806,23662775,0,80,2,48.89732,2.34053,3,100,6,2,1,1,1,4,50,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
39808,23663188,0,90,2,48.85073,2.34346,3,100,1,2,1,1,1,4,35,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
39810,23663784,0,40,1,48.88263,2.36074,3,100,1,2,1,0,1,4,20,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
